공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지,홈페이지체크
온리우드 ,5.0,1건,리뷰 1,서울 강동구 천중로 81-1,(지번) 천호동 301-44,070-7794-0123,http://onrheewood.blog.me/,200
목수친구 ,0.0,0건,리뷰 0,부산 남구 문현로 70,(지번) 문현동 98-9,연락처 없음,,
쟁이들 ,0.0,0건,리뷰 0,경남 양산시 물금읍 화합1길 29,(지번) 물금읍 범어리 2691-4,055-387-9335,http://blog.naver.com/jigallery,200
보목공방 ,0.0,0건,리뷰 0,서울 중랑구 망우로 231-8 미영리치타운아파트 103동 상가 102호,(지번) 중화동 207-12,연락처 없음,http://thebomok.modoo.at/,200
DIY목공소리 ,0.0,0건,리뷰 0,경기 부천시 성주로 136-1,(지번) 송내동 628-24,010-6511-9484,,
공방아름느티 ,0.0,0건,리뷰 0,대구 동구 경안로107길 21 제이앤제이하우스 1층 102호,(지번) 동호동 23-2,010-3751-1300,http://blog.naver.com/areumneuti,200
바보목수공방 ,0.0,0건,리뷰 0,경남 밀양시 초동면 초동중앙로 106-17,(지번) 초동면 대곡리 291-1,연락처 없음,,
우드N ,0.0,0건,리뷰 0,대구 동구 율하동로10길 23-7,(지번) 율하동 1495,010-7758-3285,http://blog.naver.com/crom5449,200
루시드DIY목공방 ,0.0,0건,리뷰 4,충북 청주시 상당구 남일면 효촌송정1길 6-7,(지번) 남일면 효촌리 27-7,연락처 없음,http://blog.naver.com/thdus9879,200
백암예술서각촌 ,0.0,0건,리뷰 0,경북 경주시 강동면 부조중명길 331,(지번) 강동면 국당리 58-1,연락처 없음,http://cafe.daum.net/a20100zHanmail.net,200
가람원 ,0.0,0건,리뷰 0,부산 남구 신정번영로 47,(지번) 대연동 1622-22,연락처 없음,,
헤펠레목공방 하남점 ,0.0,0건,리뷰 0,경기 하남시 신평로 190,(지번) 신장동 298-2,031-792-8809,,
키논 서촌점 ,5.0,1건,리뷰 0,서울 종로구 옥인2길 6 1층,(지번) 누상동 49,02-732-7196,http://www.kinon.co.kr/,200
태규목공방 ,0.0,0건,리뷰 0,충북 충주시 신촌2길 32 현대호반아파트 상가 지하 1층,(지번) 호암동 547-52,010-5491-6795,https://blog.naver.com/ltk4920/,200
카펜트리 ,0.0,0건,리뷰 0,서울 서초구 논현로 37 미미빌딩 지층,(지번) 양재동 288-6,02-3446-5364,http://www.carpentree.net/,200
가구만들기나누미 ,5.0,1건,리뷰 0,전북 전주시 덕진구 송천중앙로 99,(지번) 송천동1가 387-1,063-276-8778,http://cafe.daum.net/cw8515,200
제페토 목공교실 ,0.0,0건,리뷰 0,대전 유성구 현충원로 401,(지번) 구암동 429,042-823-8258,,
조아저씨나무공방 ,0.0,0건,리뷰 0,경북 포항시 북구 흥해읍 도음로 713,(지번) 흥해읍 학천리 578-1,연락처 없음,,
덕유산한옥학교 소인공방 ,0.0,0건,리뷰 0,경남 거창군 북상면 송계사길 125,(지번) 북상면 소정리 1589,연락처 없음,http://cafe.daum.net/deokusanhanok,200
헤펠레목공방 제주아라점 ,0.0,0건,리뷰 0,제주특별자치도 제주시 금천길 15-18,(지번) 아라이동 961-3,064-722-6851,http://blog.naver.com/navyjc,200
늘빛서각연구원 ,0.0,0건,리뷰 0,경북 경산시 장산로23길 33,(지번) 서상동 143-22,010-3513-9392,,
DIY나무소리공방 ,0.0,0건,리뷰 0,경기 화성시 노작로4길 27,(지번) 반송동 115-3,031-8015-4678,,
나무섬공방 ,0.0,0건,리뷰 0,울산 울주군 언양읍 남천로 158 1층,(지번) 언양읍 서부리 261-9,연락처 없음,,
제이어스수제공방 ,0.0,0건,리뷰 18,경기 부천시 경인로 556,(지번) 괴안동 170-2,연락처 없음,https://blog.naver.com/leejus1209/,200
A헤펠레목공방 ,0.0,0건,리뷰 0,경기 용인시 기흥구 마북로 45,(지번) 마북동 317-21,연락처 없음,,
우들랏 ,0.0,0건,리뷰 3,서울 서대문구 증가로 31,(지번) 연희동 121-5,연락처 없음,https://www.instagram.com/_woodlot_,접속불가
민들레목공방 ,0.0,0건,리뷰 6,대전 서구 월평중로13번길 105 1층 102호,(지번) 월평동 1124,070-8246-5541,https://dandelionatelier.modoo.at/,200
대전목공방미술창작소 ,0.0,0건,리뷰 0,대전 동구 태전로147번길 54,(지번) 삼성동 334-18,042-622-8408,https://blog.naver.com/rarara5704,200
남원제기공예사 ,0.0,0건,리뷰 0,전북 남원시 요천로 1371,(지번) 조산동 80-1,063-636-7575,,
이목원 ,5.0,1건,리뷰 11,서울 마포구 광성로6길 36 지층,(지번) 신수동 85-16,010-7728-6755,http://instagram.com/emokwon_studio,접속불가
누리공방 ,0.0,0건,리뷰 3,부산 강서구 둔치강변길 13,(지번) 봉림동 758-87,010-9140-5532,https://blog.naver.com/bong12101004,200
대건상사 ,0.0,0건,리뷰 0,대구 동구 방촌동 75-2,(지번) 봉림동 758-87,연락처 없음,,
카이만공방 ,0.0,0건,리뷰 1,경북 의성군 금성면 구련2길 58,(지번) 금성면 구련리 654,연락처 없음,http://www.intagram.com/caiman_woodworker_,접속불가
단디목공방 ,0.0,0건,리뷰 1,부산 동구 망양로 897 지하 1층,(지번) 범일동 1442-1,010-5162-5954,http://dandeewood.com/,접속불가
백스가구공방 ,0.0,0건,리뷰 0,경북 경산시 솔숲길12길 3-1,(지번) 사동 362,010-8378-7936,,
충북DIY가구협동조합 ,5.0,1건,리뷰 3,충북 청주시 청원구 내수읍 도원세교로 191 1층,(지번) 내수읍 덕암리 347-1,043-215-2646,http://cbdiy.qrsvc.com/,200
커스토무드 ,0.0,0건,리뷰 1,경북 경산시 압량읍 대학로 498-4,(지번) 압량읍 부적리 62-4,연락처 없음,https://www.instagram.com/customood_/,접속불가
마리목공방 ,0.0,0건,리뷰 0,부산 기장군 정관읍 정관중앙로 58 삼융프라자 111호,(지번) 정관읍 매학리 748-1,연락처 없음,http://maryhf.blog.me/,200
헤펠레목공방 구리덕소점 ,1.0,1건,리뷰 0,경기 남양주시 경강로294번길 23,(지번) 삼패동 316-4,연락처 없음,http://blog.naver.com/ohminhwan,200
가나목기 ,0.0,0건,리뷰 0,전북 남원시 목공예길 9,(지번) 어현동 470-2,063-632-3748,,
재미난목공방 ,0.0,0건,리뷰 5,서울 강동구 천호대로170길 98 지하 1층,(지번) 성내동 515-8,02-471-7819,https://harmony07.modoo.at/,200
나다우드 ,0.0,0건,리뷰 1,경기 수원시 영통구 매영로39번길 6,(지번) 매탄동 199-77,010-8922-4294,https://nadawood.modoo.at/,200
헤펠레목공방 나무N공방 인덕원점,0.0,0건,리뷰 0,경기 의왕시 이미로 40 인덕원IT밸리 D동 406호,(지번) 포일동 653,연락처 없음,http://blog.naver.com/ohminhwan,200
나무친구 ,0.0,0건,리뷰 0,대구 동구 신암남로 64,(지번) 신암동 204-9,010-3955-3568,,
이레디자인 ,5.0,1건,리뷰 4,세종특별자치시 한누리대로 227,(지번) 나성동 750,010-3955-3568,https://leyong01076611324.modoo.at/,200
가구공감 ,0.0,0건,리뷰 2,서울 영등포구 여의대방로70길 7,(지번) 여의도동 53-2,010-9969-7474,,
목공방녹턴 ,0.0,0건,리뷰 0,경기 남양주시 화도읍 녹촌로 87-48,(지번) 화도읍 녹촌리 116,010-4288-3148,http://www.instagram.com/studio_nok_turn,접속불가
우드브로 ,0.0,0건,리뷰 0,부산 사상구 대동로 55 2층,(지번) 엄궁동 6-3,051-312-9571,https://blog.naver.com/soma0517,200
우드앤캠핑카 ,5.0,1건,리뷰 0,대전 중구 대둔산로 279,(지번) 사정동 490-6,010-4166-0514,http://madesun.modoo.at/,200
플로우드목공방 ,0.0,0건,리뷰 0,충북 청주시 흥덕구 직지대로753번길 13,(지번) 운천동 970,연락처 없음,,
꽃길목공방 ,0.0,0건,리뷰 0,세종특별자치시 마음로 78 스마트큐브2 306호,(지번) 고운동 1718,연락처 없음,https://blog.naver.com/lhjju7777,200
토마토나무공방 ,0.0,0건,리뷰 0,울산 울주군 범서읍 평천길 93,(지번) 범서읍 천상리 604-2,052-246-5973,,
나손향 ,5.0,1건,리뷰 0,대구 수성구 달구벌대로 2859,(지번) 연호동 22-11,연락처 없음,,
해피조이너스 ,5.0,1건,리뷰 0,경기 광주시 오포읍 문현로 1-83,(지번) 오포읍 문형리 295-1,연락처 없음,,
네모나라목공교실 ,0.0,0건,리뷰 0,제주특별자치도 제주시 백포남길 6,(지번) 이호이동 208-1,010-3540-4620,,
목공방레어 ,0.0,0건,리뷰 0,서울 강남구 봉은사로78길 6 지하1층,(지번) 삼성동 117-2,010-8546-0789,http://rarestudio.co.kr/,200
창의야놀자 ,5.0,1건,리뷰 0,충북 청주시 청원구 상리로29번길 19 1층,(지번) 율량동 76-7,043-288-6173,http://www.ideaplay.co.kr/,200
가구공방아르츄어 ,0.0,0건,리뷰 0,경기 용인시 수지구 죽전로278번길 21-1 지하 1층,(지번) 죽전동 1393-3,031-889-3183,http://www.arture.co.kr/,200
묘한 나무의시간 ,4.0,2건,리뷰 2,서울 마포구 망원동 414-58 1층,(지번) 죽전동 1393-3,02-332-5755,http://miohan.kr/,접속불가
평창조경 ,0.0,0건,리뷰 0,경북 칠곡군 동명면 봉암리 43-4,,연락처 없음,,
DIY창동목공방 ,0.0,0건,리뷰 0,경남 창원시 마산합포구 오동서1길 11-1,(지번) 중성동 148,070-7393-8388,,
라온목공방 ,0.0,0건,리뷰 0,경기 남양주시 화도읍 경춘로창벌2길 12-1 1층,(지번) 화도읍 창현리 732-3,070-7393-8388,http://blog.naver.com/seoh09041,200
큐브제작소 ,5.0,2건,리뷰 2,강원 춘천시 공지로 322,(지번) 효자동 700-5,연락처 없음,https://blog.naver.com/oramedyg/,200
파인드페이스 ,5.0,1건,리뷰 0,강원 원주시 소초면 치악로 2378-7,(지번) 소초면 흥양리 1772-1,010-3547-7288,https://smartstore.naver.com/findface,200
그냥좋아서 ,5.0,1건,리뷰 1,경기 과천시 자하동길 45,(지번) 중앙동 10,연락처 없음,,
얼웨이즈데어 ,0.0,0건,리뷰 6,경기 성남시 분당구 미금로 43 정운빌딩 지하1층,(지번) 구미동 204-1,010-6382-5427,http://blog.naver.com/alwaysthere17,200
정일품 ,0.0,0건,리뷰 0,전북 남원시 요천로 1268,(지번) 조산동 465,010-6382-5427,http://www.jilpoom.com/,200
웅석공방 ,0.0,0건,리뷰 0,경남 산청군 단성면 호암로 1325,(지번) 단성면 방목리 693,055-973-4118,http://www.craftwood.co.kr/,접속불가
단원공방 ,0.0,0건,리뷰 0,경남 진주시 명석면 광제산로26번길 7,(지번) 명석면 우수리 711-44,055-744-3441,,
참나무공방 ,0.0,0건,리뷰 0,광주 남구 봉선1로37번길 2,(지번) 봉선동 1000-1,연락처 없음,,
나무더하기 ,0.0,0건,리뷰 0,대구 동구 동호로9길 31,(지번) 신서동 554-8,010-9912-6292,,
나무가좋다 ,0.0,0건,리뷰 0,울산 중구 북부순환도로 605 행운빌딩 4층,(지번) 복산동 339-2,연락처 없음,,
나무놀이터 ,0.0,0건,리뷰 0,대구 수성구 신매동 580,,연락처 없음,,
소년공방 아산점 ,0.0,0건,리뷰 0,충남 아산시 번영로43번길 20,(지번) 실옥동 181-98,041-545-7733,https://blog.naver.com/goronglong,200
기,D 바이림 목공예,0.0,0건,리뷰 0,(지번) 실옥동 181-98,041-545-7733,http://blog.naver.com/sealove45,200
반쪽이공방 해운대점 ,5.0,1건,리뷰 0,부산 해운대구 좌동로 152 신도시시장 312호,(지번) 좌동 1429-1,070-4253-5365,http://cafe.daum.net/banzzogihaewoon,200
창사랑목공방 ,0.0,0건,리뷰 1,서울 서대문구 가재울로6길 53-59 2층,(지번) 남가좌동 346-1,연락처 없음,https://changsarang.modoo.at/,200
헤펠레목공방 정읍점 ,0.0,0건,리뷰 0,전북 정읍시 금붕동 250,(지번) 남가좌동 346-1,연락처 없음,,
헤펠레목공방 강동점 ,0.0,0건,리뷰 0,서울 강동구 강동대로53길 44,(지번) 성내동 443-17,연락처 없음,https://blog.naver.com/peak67,200
자작나무공방 용원점 ,0.0,0건,리뷰 0,경남 창원시 진해구 안골로 348,(지번) 용원동 1211-1,연락처 없음,,
오목수공방 ,0.0,0건,리뷰 1,서울 서대문구 신촌로3길 29 지하 1층,(지번) 창천동 288,070-7622-2888,,
열린목공방 ,0.0,0건,리뷰 0,서울 강서구 화곡로20길 37 지하1층,(지번) 화곡동 1084-1,연락처 없음,,
안동미소도마 ,0.0,0건,리뷰 0,경북 안동시 아늑1길 112 권오준미술관,(지번) 정상동 647-1,연락처 없음,https://blog.naver.com/trj7379,200
오향목 ,0.0,0건,리뷰 0,전북 전주시 덕진구 정언신로 57-1,(지번) 인후동1가 832-21,063-214-1500,,
피노키오목공 ,0.0,0건,리뷰 0,대전 서구 관저동로 64-61 오케이빌딩 1층,(지번) 관저동 1400,042-541-8009,http://blog.naver.com/dud680,200
키다리목수아저씨 ,5.0,1건,리뷰 8,대전 대덕구 석봉로58번안길 82 한밭아파트 상가동 1층 101호,(지번) 석봉동 313-1,0507-1312-7156,http://www.kidaryic.com/,200
공방레브 ,1.0,1건,리뷰 0,부산 연제구 쌍미천로 120,(지번) 연산동 1120-12,연락처 없음,,
JS목조형아카데미 ,0.0,0건,리뷰 0,서울 구로구 개봉로3길 56,(지번) 개봉동 357-30,02-2060-4913,,
터치우드 ,0.0,0건,리뷰 0,대구 수성구 고산로 160-16,(지번) 매호동 1326-5,연락처 없음,,
작은나무소리공방 ,0.0,0건,리뷰 0,경기 오산시 오산로 350,(지번) 궐동 44-1,010-3909-3541,http://xn--910b55ou7av3mrth4na.webable.kr/,200
레드체어메이커 ,0.0,0건,리뷰 0,경기 광주시 오포읍 능평로30번길 10,(지번) 오포읍 능평리 458-4,연락처 없음,http://blog.naver.com/redsky_88,200
키큰나무공방 ,0.0,0건,리뷰 0,경북 경산시 경산로15길 12,(지번) 옥곡동 811-1,연락처 없음,,
김수연원목공방갤러리 ,0.0,0건,리뷰 0,전북 군산시 미제3길 31-1,(지번) 미룡동 386-1,연락처 없음,,
짜맞춤전수관 ,0.0,0건,리뷰 0,인천 부평구 갈월서로 26 아주아파트 상가 지하,(지번) 갈산동 374,연락처 없음,,
대림공예사 ,0.0,0건,리뷰 0,전북 남원시 인월면 천왕봉로 135-37,(지번) 인월면 상우리 355-7,063-636-2565,,
헤펠레목공방 금정점 ,0.0,0건,리뷰 0,부산 금정구 두실로 72,(지번) 남산동 999-16,010-3174-4519,https://blog.naver.com/lkfgjh,200
고전공방 ,5.0,1건,리뷰 0,경남 산청군 신안면 원지로 191-27,(지번) 신안면 하정리 249,055-973-8843,,
아빠솜씨공방 ,0.0,0건,리뷰 0,경기 양주시 율정로247번길 79-27,(지번) 율정동 115,055-973-8843,https://blog.naver.com/zeregadis77,200
소명공방 ,0.0,0건,리뷰 0,서울 광진구 능동로4길 17,(지번) 자양동 553-376,02-2201-0791,,
아네스목공방 ,0.0,0건,리뷰 0,충남 아산시 염치읍 아산로671번길 198,(지번) 염치읍 서원리 193-1,041-548-5080,,
우드스튜디오 움 ,5.0,1건,리뷰 0,경기 과천시 광창1로 21-35,(지번) 과천동 142-3,연락처 없음,,
나무상점 ,0.0,0건,리뷰 3,경기 용인시 처인구 포곡읍 포곡로246번길 19 1층,(지번) 포곡읍 삼계리 545-1,연락처 없음,https://www.instagram.com/namu.sj/,접속불가
애채나무공방 ,0.0,0건,리뷰 0,서울 동대문구 답십리로69길 49,(지번) 장안동 324-9,연락처 없음,,
진주만나공방 ,5.0,1건,리뷰 9,경남 진주시 내동면 신율리 478-2,(지번) 장안동 324-9,010-3254-5330,https://tektonstory.modoo.at/,200
예목수석좌대 ,0.0,0건,리뷰 0,부산 수영구 수미로 29-2,(지번) 망미동 265-33,연락처 없음,https://blog.naver.com/tmdcjf3454,200
금어당 목공방 ,0.0,0건,리뷰 1,전북 전주시 덕진구 장동 494-5,,연락처 없음,http://cafe.daum.net/neulsomkkon,200
에이퍼니쳐 ,0.0,0건,리뷰 1,부산 기장군 기장읍 차성로322번길 17-5,(지번) 기장읍 동부리 126-8,연락처 없음,https://blog.naver.com/a_furniture_lab,200
곡산서각 공예연구실 ,0.0,0건,리뷰 0,경남 김해시 분성로172번길 30-6,(지번) 외동 384-4,055-333-4884,,
도깨비방망이 ,0.0,0건,리뷰 1,충북 제천시 백운면 금봉로 142,(지번) 백운면 평동리 61,010-3881-0029,http://www.xn--9l0bq5h32fgrc8wdjxu.com/,200
윤목공방 ,0.0,0건,리뷰 0,대구 수성구 파동로 75-1,(지번) 파동 508-4,연락처 없음,,
편백공작소 ,0.0,0건,리뷰 1,부산 사하구 옥천로 57,(지번) 감천동 16-350,연락처 없음,,
라우드공방 ,0.0,0건,리뷰 0,경기 수원시 영통구 덕영대로1499번길 33 지하1층,(지번) 망포동 5-33,010-3732-8875,http://www.lawood.co.kr/,200
나무공방 ,0.0,0건,리뷰 14,광주 광산구 목련로394번길 40-7 1층,(지번) 신가동 1008-11,010-3732-8875,http://blog.naver.com/bos6079,200
가꾸다 ,0.0,0건,리뷰 0,서울 광진구 구의로 73 지하1층,(지번) 구의동 229-2,연락처 없음,http://blog.naver.com/gakkuda87,200
어울림DIY공작소 ,5.0,1건,리뷰 0,경기 안성시 금광면 구송동길 59-24,(지번) 금광면 내우리 78,031-677-9777,,
헤펠레목공방 ,0.0,0건,리뷰 0,경기 남양주시 송산로339번길 41-14,(지번) 별내동 885,031-574-0622,,
파인트리 학원 ,0.0,0건,리뷰 0,부산 강서구 명지오션시티4로 61,(지번) 명지동 3239-2,연락처 없음,,
헤펠레목공방 ,0.0,0건,리뷰 0,경남 밀양시 용평로 207,(지번) 용평동 312-5,연락처 없음,,
남원목기칠기상 제일공예사 ,0.0,0건,리뷰 0,경기 수원시 팔달구 수원천로255번길 6,(지번) 영동 8,031-244-7614,,
미성뿌리공예 ,5.0,1건,리뷰 1,충남 공주시 반포면 정광터1길 39,(지번) 반포면 봉곡리 306-1,041-857-5707,,
소목간 ,0.0,0건,리뷰 0,서울 강북구 4.19로13길 3,(지번) 수유동 563-15,010-6211-1969,https://cafe.naver.com/somokgan,200
프롬더오브제 ,0.0,0건,리뷰 2,대전 서구 변정3길 12 1층,(지번) 변동 46-30,연락처 없음,http://blog.naver.com/materiallism,200
손공방 ,0.0,0건,리뷰 0,경기 고양시 일산동구 강촌로26번길 7-21 지하1층,(지번) 백석동 1411-1,010-5214-0052,https://cafe.naver.com/sonmakeroom,200
헤펠레목공방 양산점 ,0.0,0건,리뷰 0,경남 양산시 동면 금오5길 8-31 1층,(지번) 동면 금산리 1443-7,055-366-2808,https://blog.naver.com/woohabba,200
별을먹은공방 ,0.0,0건,리뷰 0,경북 구미시 선산읍 선상서로 110,(지번) 선산읍 이문리 641-11,연락처 없음,,
나무사랑방 ,0.0,0건,리뷰 0,경기 용인시 처인구 원삼면 원양로577번길 71 71호,(지번) 원삼면 좌항리 240-1,010-6298-1811,,
목공소녀 ,1.0,1건,리뷰 0,광주 남구 효우로230번길 7,(지번) 행암동 666,연락처 없음,,
신라 로구로 ,0.0,0건,리뷰 0,부산 동래구 충렬대로272번길 47,(지번) 낙민동 215-9,연락처 없음,,
DIY나무공방 ,0.0,0건,리뷰 0,대전 중구 대둔산로 279,(지번) 사정동 490-6,연락처 없음,,
문일공방 ,0.0,0건,리뷰 2,서울 노원구 동일로198길 74,(지번) 공릉동 434-7,연락처 없음,,
라나의목공방 ,0.0,0건,리뷰 1,경기 광주시 오포읍 봉골길171번길 33,(지번) 오포읍 문형리 12-47,010-5135-2041,https://blog.naver.com/md756,200
아임우드 ,0.0,0건,리뷰 0,서울 금천구 시흥대로 281,(지번) 시흥동 113-15,02-805-7244,,
퀸즈가든공방 본점 ,0.0,0건,리뷰 0,부산 기장군 정관읍 병산로 101,(지번) 정관읍 용수리 378-10,연락처 없음,https://queenzdiy.modoo.at/,200
송하공방 ,5.0,1건,리뷰 0,충남 논산시 연산면 청동로1길 59-27,(지번) 연산면 청동리 259-39,연락처 없음,http://www.instagram.com/songhawoodcraft_official,접속불가
아낌없이주는나무 ,5.0,1건,리뷰 0,전남 여수시 소호3길 41-1,(지번) 소호동 1198-4,010-2313-3131,,
목설 ,0.0,0건,리뷰 1,서울 강동구 성안로 106 1층 104호,(지번) 성내동 385-1,02-487-3939,https://www.instagram.com/mokseol/,접속불가
우든스트 ,5.0,1건,리뷰 1,경기 수원시 팔달구 수원천로255번길 6 영동시장 가동 2층,(지번) 영동 9,연락처 없음,https://woodenst.modoo.at/,200
205디자인 ,5.0,1건,리뷰 2,경기 광명시 금오로794번길 40,(지번) 옥길동 18-30,010-8615-4768,https://blog.naver.com/20575,200
김선준죽필 ,0.0,0건,리뷰 0,전남 광양시 광양읍 서평10길 35,(지번) 광양읍 구산리 770-12,연락처 없음,,
엔도씨 ,0.0,0건,리뷰 3,경북 문경시 가은읍 가은로 34,(지번) 가은읍 작천리 25-1,연락처 없음,https://blog.naver.com/ndoc0/,200
남원제기 ,0.0,0건,리뷰 0,경남 창원시 의창구 지귀로12번길 35,(지번) 봉곡동 41,055-265-5265,,
유한공예로구로 ,0.0,0건,리뷰 0,경남 양산시 용주로 77-7,(지번) 용당동 981-1,055-386-8298,,
나무상자 ,0.0,0건,리뷰 0,경기 안양시 동안구 벌말로 126 오비즈타워 315호,(지번) 관양동 1802,031-450-3530,http://www.wooden.co.kr/,접속불가
다도향 ,0.0,0건,리뷰 0,충북 괴산군 문광면 흑석2길 12,(지번) 문광면 흑석리 337,043-836-1040,http://dadoin.co.kr/,접속불가
제일공예 ,0.0,0건,리뷰 0,경기 성남시 중원구 제일로63번길 29,(지번) 성남동 3641,031-754-5780,,
라이브엣지 ,0.0,0건,리뷰 0,인천 서구 봉수대로 206 포레스코 1동 2층,(지번) 가좌동 178-353,070-5180-5192,http://www.liveedge.kr/,200
컬러링토이하우스 ,0.0,0건,리뷰 0,부산 해운대구 좌동순환로 420,(지번) 중동 908,070-4961-6706,http://coloringtoyhouse.modoo.at/,200
그로우온 ,0.0,0건,리뷰 0,충남 아산시 탕정면 삼성로 520-76,(지번) 탕정면 동산리 30-4,041-547-7060,http://www.grow-on.co.kr/,접속불가
노암공방 ,5.0,1건,리뷰 0,경북 안동시 남선면 놉실로 146,(지번) 남선면 원림리 735-10,070-8832-4504,,
데일리오브젝트 ,0.0,0건,리뷰 0,충남 아산시 탕정면 삼성로 425-16,(지번) 탕정면 동산리 103,070-4121-4104,http://blog.naver.com/prologue/PrologueList.nhn?blogId=jungshot,200
꼬마마녀 ,0.0,0건,리뷰 0,경북 포항시 북구 학전로 37 청운우방상가 105호,(지번) 학산동 6-2,054-248-0502,,
나무향기추억 ,5.0,1건,리뷰 0,강원 원주시 단관초교길 30-7 1층,(지번) 관설동 1716-5,033-904-8478,http://www.facebook.com/k5avec,200
라임나무공방 ,0.0,0건,리뷰 3,경기 화성시 동탄지성로 141 1층,(지번) 능동 1114-3,연락처 없음,http://blog.naver.com/raim2015,200
나무망치 ,0.0,0건,리뷰 0,경남 양산시 동면 금오12길 52,(지번) 동면 석산리 1463-16,연락처 없음,,
카페 맹글 ,0.0,0건,리뷰 0,경기 김포시 풍무로96번길 11 한양프라자 B동 3층,(지번) 풍무동 405-2,연락처 없음,,
백산목공방 ,5.0,1건,리뷰 0,전북 전주시 완산구 서학로 25,(지번) 동서학동 58,063-282-8280,,
강동 ,0.0,0건,리뷰 0,서울 강동구 양재대로112길 32,(지번) 길동 410-5,연락처 없음,,
슬로비목공방 ,0.0,0건,리뷰 0,인천 남동구 석산로 191 2층,(지번) 간석동 140-7,032-433-5175,https://blog.naver.com/taekwonjc,200
조은나무공방 ,0.0,0건,리뷰 0,경기 안산시 상록구 감골로 147,(지번) 사동 1338-6,010-3013-9571,,
운형궁 ,0.0,0건,리뷰 0,경기 용인시 처인구 모현읍 포은대로 245,(지번) 모현읍 매산리 15-1,031-768-1280,,
느루우드 ,0.0,0건,리뷰 0,울산 남구 수암로64번길 3 1층,(지번) 신정동 810-1,031-768-1280,http://smartstore.naver.com/neuru_wood,200
슈퍼블룸 ,5.0,1건,리뷰 0,서울 중랑구 용마산로 615 1층,(지번) 신내동 418-3,010-3792-8323,https://blog.naver.com/hodduckjin,200
우드머리목공방 ,0.0,0건,리뷰 0,경기 수원시 권선구 금호로246번길 18-5 1층,(지번) 탑동 761-7,010-3792-8323,,
천호진의생활목공DIY ,0.0,0건,리뷰 0,광주 북구 대자로 14,(지번) 운암동 780-58,연락처 없음,,
좋은나무 ,0.0,0건,리뷰 0,경북 안동시 강남1길 133-11,(지번) 정하동 291-6,054-841-8786,,
나무스공방 ,0.0,0건,리뷰 0,충남 금산군 남이면 금산로 753-22,(지번) 남이면 매곡리 302-2,041-926-9833,,
쓰리캣메이커리 ,0.0,0건,리뷰 0,"서울 성동구 뚝섬로1가길 25 1,2층",(지번) 성수동1가 656-569,041-926-9833,http://instagram.com/threecatmakery,접속불가
모투미 ,0.0,0건,리뷰 0,대전 서구 계룡로629번길 30,(지번) 탄방동 80-9,연락처 없음,https://pf.kakao.com/_kJWWxb,200
공예창작지원센터 ,0.0,0건,리뷰 0,경남 진주시 명석면 광제산로 367,(지번) 명석면 관지리 767,연락처 없음,,
뚜닥뚜닥 목공방 ,0.0,0건,리뷰 2,경기 안산시 상록구 용신로 306,(지번) 사동 1253,연락처 없음,,
우드스페이스 ,0.0,0건,리뷰 0,인천 서구 백범로934번길 30-15 2층,(지번) 가좌동 178-450,010-9972-8155,https://blog.naver.com/buildmons,200
조이우드웍스 ,0.0,0건,리뷰 0,전북 전주시 완산구 중화산로 71 지하1층,(지번) 중화산동2가 406-15,연락처 없음,http://blog.naver.com/joiwoodworks/220458634751,200
지중해소나무 ,0.0,0건,리뷰 1,서울 은평구 수색로 271,(지번) 수색동 370-1,연락처 없음,http://blog.naver.com/kenny70,200
지리산목기 ,0.0,0건,리뷰 0,경남 진주시 모덕로294번길 9,(지번) 하대동 116-4,055-755-0175,,
반김 craft ,0.0,0건,리뷰 0,경기 파주시 돌곶이길 74-29,(지번) 서패동 191,031-944-5853,,
완산조각 ,0.0,0건,리뷰 0,전북 전주시 완산구 전주천동로 196,(지번) 다가동2가 120-3,063-283-8296,,
목이공방 ,0.0,0건,리뷰 13,경기 고양시 덕양구 행신로 297,(지번) 행신동 232-3,연락처 없음,http://mogiwood.com/,200
헤펠레목공방 전북혁신점 ,0.0,0건,리뷰 0,전북 전주시 덕진구 정여립로 872,(지번) 만성동 846-4,063-274-2274,,
아사달목공방 ,0.0,0건,리뷰 6,경기 평택시 중앙시장로8번길 10,(지번) 신장동 300-15,010-7477-4835,https://blog.naver.com/discast74,200
공작소 나무누리 ,0.0,0건,리뷰 0,충북 청주시 청원구 내수로 28 새활용시민센터 3층,(지번) 주성동 297-19,010-7477-4835,,
헤펠레목공방 김해점 ,0.0,0건,리뷰 0,경남 김해시 금관대로1190번길 55-14,(지번) 외동 1217-2,055-905-9168,,
꿈꾸는자작나무 ,5.0,1건,리뷰 0,경기 화성시 정남면 정송길30번길 4-20,(지번) 정남면 백리 390-9,031-227-3725,http://www.zazakdream.wo.to/,200
이끌림공방 2호점 ,0.0,0건,리뷰 0,경북 포항시 북구 법원로140번길 42,(지번) 장성동 1404-2,연락처 없음,https://blog.naver.com/chamjh1/,200
나무THWOOD ,0.0,0건,리뷰 0,경남 사천시 중앙로 177,(지번) 벌리동 53-48,연락처 없음,,
보람 공예 ,0.0,0건,리뷰 0,경기 양주시 어하고개로132번길 10,(지번) 삼숭동 56,031-821-4081,,
열달나흘 ,0.0,0건,리뷰 0,경기 이천시 신둔면 도자예술로5번길 65,(지번) 신둔면 고척리 600-9,연락처 없음,,
