공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지,홈페이지체크
뽀시미네가죽공방 ,0.0,0건,리뷰 0,인천 미추홀구 주염로 58 주안시범공단 부대동 103호,(지번) 주안동 17-1,010-4040-8834,https://posimine.modoo.at/,200
제이씨가죽공방 ,3.0,1건,리뷰 0,서울 성동구 한림말3길 14 2층,(지번) 옥수동 362-3,070-4064-8830,,
노엘라가죽공방 ,0.0,0건,리뷰 0,서울 동작구 신대방14길 5-1,(지번) 신대방동 601-79,연락처 없음,http://blog.naver.com/ellastore,200
므로가죽공방 ,0.0,0건,리뷰 1,경기 부천시 조마루로85번길 7-40 1층,(지번) 상동 554-2,연락처 없음,https://blog.naver.com/mmeuro,200
미로가죽공방 ,0.0,0건,리뷰 0,강원 원주시 중앙시장길 6 가동2층19호,(지번) 중앙동 60-56,연락처 없음,http://miro0407.modoo.at/,접속불가
베르시무스가죽공방 ,5.0,1건,리뷰 0,부산 부산진구 서전로57번길 14 1층,(지번) 전포동 201-29,연락처 없음,https://versimus.modoo.at/,200
리나가죽공방 ,0.0,0건,리뷰 0,경기 김포시 사우중로11번길 9,(지번) 사우동 253-3,연락처 없음,http://blog.naver.com/singo6233/221044605164,200
다비드가죽공방 ,0.0,0건,리뷰 0,경기 고양시 일산동구 백석로72번길 59-3,(지번) 백석동 1266-3,연락처 없음,,
호두나무가죽공방 ,0.0,0건,리뷰 0,충북 청주시 흥덕구 서현중로31번길 29,(지번) 가경동 1870,연락처 없음,,
멜란지가죽공방 ,0.0,0건,리뷰 8,경기 성남시 분당구 정자일로 121 더샵 스타파크 1층 C-21호,(지번) 정자동 174-1,연락처 없음,http://blog.naver.com/at_melange/,200
씨로네가죽공방 ,0.0,0건,리뷰 0,서울 서대문구 이화여대길 74,(지번) 대현동 34-33,연락처 없음,,
모란가죽공방 ,4.0,1건,리뷰 0,경기 부천시 소사로794번길 53,(지번) 원종동 246-16,010-8377-1178,,
자주가죽공방 ,0.0,0건,리뷰 0,서울 마포구 동교로 255,(지번) 연남동 229-59,연락처 없음,,
도깨비가죽공방 ,0.0,0건,리뷰 0,경기 파주시 와석순환로192번길 38,(지번) 동패동 1822-3,연락처 없음,,
가죽공방 레토 ,0.0,0건,리뷰 1,서울 양천구 오목로50길 23 문창오피스텔 501호,(지번) 신정동 1006-1,연락처 없음,http://www.retto.co.kr/,200
가죽공방 땜므 ,0.0,0건,리뷰 0,전남 순천시 충효로 129-1,(지번) 조례동 1246-5,연락처 없음,http://www.instagram.com/ddaemme_/,접속불가
가죽공방 만듦 ,0.0,0건,리뷰 8,경기 화성시 청계동 536 카림애비뉴 2층 2075호,,연락처 없음,http://blog.naver.com/mandeurm,200
늘처음처럼샘플실 가죽공방 ,0.0,0건,리뷰 0,서울 중랑구 면목로47길 41,(지번) 면목동 597-1,010-5204-1109,,
마로니에가죽공방 ,0.0,0건,리뷰 0,서울 서초구 주흥길 64-17 1층,(지번) 반포동 718-1,연락처 없음,http://www.maronnier.co.kr/,접속불가
오엔가죽공방 ,0.0,0건,리뷰 0,울산 중구 구루미8길 29,(지번) 다운동 598-1,연락처 없음,https://blog.naver.com/onleather,200
가죽사랑공방 ,0.0,0건,리뷰 0,강원 강릉시 남구길30번길 14,(지번) 포남동 1160-5,033-645-0517,,
가죽공방 꼬또 ,0.0,0건,리뷰 1,서울 송파구 가락로 155 203호,(지번) 송파동 106-15,연락처 없음,http://blog.naver.com/easysilverv,200
에바다통가죽공방 ,0.0,0건,리뷰 0,경북 포항시 남구 양학천로76번길 16,(지번) 대도동 91-1,010-4430-5900,,
씨로네가죽공방 연남점 ,0.0,0건,리뷰 1,서울 마포구 연희로1길 7,(지번) 동교동 147-31,연락처 없음,https://www.instagram.com/ciro.ne/,접속불가
서브젝트가죽공방 ,0.0,0건,리뷰 0,서울 동작구 상도로30길 71,(지번) 상도동 28-26,연락처 없음,http://www.subjectcraft.com/,200
디아나가죽공방 ,0.0,0건,리뷰 0,서울 송파구 가락로18길 8 1층,(지번) 송파동 97-20,010-2652-7782,,
미다스가죽공방 ,0.0,0건,리뷰 0,경기 김포시 김포대로761번길 12,(지번) 사우동 401-3,070-4686-2898,,
아티끄에스가죽공방 영통점 ,0.0,0건,리뷰 1,경기 수원시 영통구 반달로7번길 6 센타프라자 502호,(지번) 영통동 998-5,031-214-2659,http://www.artique-s.com/,200
도노가죽공방 ,0.0,0건,리뷰 0,경남 창원시 진해구 진해대로 957,(지번) 자은동 815-12,연락처 없음,,
가죽공예 가죽공방 ,0.0,0건,리뷰 0,경기 고양시 일산동구 장백로 184 5층 507-1호,(지번) 장항동 895-1,연락처 없음,,
아트비가죽공방 ,0.0,0건,리뷰 0,경기 안양시 만안구 삼봉로 25 2층,(지번) 박달동 139-6,010-5227-4542,http://instagram.com/art.vi,접속불가
엄구스가죽공방 ,0.0,0건,리뷰 0,서울 동작구 동작대로39길 22,(지번) 동작동 333,010-7255-7848,,
나베가가죽공방 ,0.0,0건,리뷰 0,울산 동구 봉수로 140 1층,(지번) 화정동 162,연락처 없음,http://blog.naver.com/sumi1160,200
클로토가죽공방 ,0.0,0건,리뷰 0,서울 동작구 동작대로 153-1,(지번) 사당동 79-13,연락처 없음,,
가죽공방M214 ,0.0,0건,리뷰 0,서울 송파구 삼학사로18길 3 1층,(지번) 석촌동 2-14,연락처 없음,,
자작가죽공방 ,0.0,0건,리뷰 0,경기 안산시 단원구 이삭2길 39,(지번) 고잔동 737-7,연락처 없음,,
보들가죽공방 ,0.0,0건,리뷰 1,경기 성남시 분당구 양현로94번길 7 대명프라자 2층 203호,(지번) 이매동 120-1,연락처 없음,http://blog.naver.com/aocbeng,200
부강가죽공방 ,0.0,0건,리뷰 0,세종특별자치시 부강면 부촌길 6,(지번) 부강면 부강리 520-1,연락처 없음,,
예랑가죽공방 ,0.0,0건,리뷰 0,충북 청주시 청원구 충청대로72번길 1 2층,(지번) 내덕동 431-1,043-294-8463,,
팜트리가죽공방 ,0.0,0건,리뷰 0,전북 전주시 덕진구 인후동1가 1033,,연락처 없음,https://blog.naver.com/palm-atelier,200
LUCIR Leather works(루씨르 가죽공방),0.0,0건,리뷰 0,서울 중랑구 면목로 383,(지번) 면목동 504-2,연락처 없음,,
기,"D 신쌤의 가죽공방 미술,공예",0.0,0건,리뷰 0,(지번) 면목동 504-2,연락처 없음,http://blog.naver.com/coolsmile20,200
위드살롱아찌 가죽공방 신설동점 ,0.0,0건,리뷰 0,서울 종로구 종로66가길 28-7 1층,(지번) 숭인동 207-49,연락처 없음,http://www.withsalonazzi.com/,200
엘라보로가죽공방 ,0.0,0건,리뷰 1,경기 수원시 팔달구 덕영대로 905 아이메카빌딩 5층,(지번) 매산로1가 11-12,연락처 없음,https://blog.naver.com/lravoro,200
온유가죽공방 ,0.0,0건,리뷰 0,경기 고양시 일산동구 노루목로 100,(지번) 장항동 881,연락처 없음,,
아트앤레더 가죽공방 ,0.0,0건,리뷰 0,인천 부평구 충선로 191 1층 22호,(지번) 부개동 477-4,010-8480-1458,http://blog.naver.com/nojieun1104/,200
위드가죽공방 ,0.0,0건,리뷰 0,강원 강릉시 중앙시장2길 7,(지번) 성남동 106-11,010-2168-2922,,
그린나래가죽공방 ,0.0,0건,리뷰 0,충남 홍성군 홍성읍 의사로43번길 21,(지번) 홍성읍 대교리 397-6,041-631-0000,,
폰틸레 가죽공방 ,0.0,0건,리뷰 0,서울 마포구 마포대로 143 마포공덕파크팰리스2 2층 221호,(지번) 공덕동 462,연락처 없음,,
클래스가죽공방 ,0.0,0건,리뷰 2,서울 마포구 성미산로 48-1 대명빌딩 5층,(지번) 성산동 242-21,010-2523-4536,https://blog.naver.com/ththqq0612,200
우리가죽공방 ,0.0,0건,리뷰 0,인천 남동구 백범로352번길 13,(지번) 간석동 99-8,연락처 없음,,
가죽공방놀 ,0.0,0건,리뷰 0,전남 화순군 화순읍 충의로 125,(지번) 화순읍 광덕리 383,연락처 없음,,
비앙코가죽공방 ,0.0,0건,리뷰 1,서울 영등포구 선유로51길 15,(지번) 양평동4가 151-3,연락처 없음,http://www.bian-co.co.kr/,200
비모어가죽공방 ,0.0,0건,리뷰 0,서울 금천구 범안로 1142 9층 901호,(지번) 가산동 714,010-9949-2161,https://bmoreleather.modoo.at/,200
누리가죽공방 ,0.0,0건,리뷰 0,서울 영등포구 당산로 180,(지번) 당산동4가 31-2,02-3446-3840,,
음메 가죽공방 ,0.0,0건,리뷰 0,경기 시흥시 배곧4로 32-29 2층 206호,(지번) 정왕동 2476-1,02-3446-3840,http://www.instagram.com/umme_leather,접속불가
미자가죽공방 ,0.0,0건,리뷰 0,전남 목포시 삼향천로91번길 16-1,(지번) 옥암동 988-8,010-4334-9908,http://blog.naver.com/kimmiso2013,200
오뜨가죽공방 ,0.0,0건,리뷰 2,서울 강서구 공항대로81길 15 k타워 301호,(지번) 염창동 282-7,010-9443-7807,http://blog.naver.com/inkyung78,200
디어도트가죽공방 ,0.0,0건,리뷰 3,강원 춘천시 지석로 67,(지번) 석사동 873,010-9764-7474,http://blog.naver.com/deardot/,200
루아레더가죽공방 ,5.0,1건,리뷰 0,경기 고양시 일산동구 일산로 46 310-1호,(지번) 백석동 1308,010-9059-5214,https://blog.naver.com/wonstories,200
늘솜가죽공방 ,0.0,0건,리뷰 0,경기 광주시 중앙로145번길 11 1층,(지번) 경안동 73-5,0507-1405-6335,http://www.neulsom.co.kr/,200
가죽공방네오 ,5.0,1건,리뷰 0,서울 광진구 뚝섬로32길 39,(지번) 자양동 64-12,연락처 없음,,
폴리나가죽공방 ,0.0,0건,리뷰 3,인천 중구 하늘달빛로 88 채운에비뉴 6층 604호,(지번) 중산동 1875-5,010-8077-0524,https://blog.naver.com/younheeii,200
에땅뀌르가죽공방 ,0.0,0건,리뷰 0,경기 군포시 산본로323번길 16-29 청송프라자 7층,(지번) 산본동 1136-1,010-4667-3989,http://blog.naver.com/fulrip4,200
바이크레더가죽공방 ,0.0,0건,리뷰 2,전북 전주시 덕진구 백제대로 781 3층,(지번) 우아동3가 732-5,연락처 없음,https://blog.naver.com/bikeleather/,200
메이미가죽공방 ,0.0,0건,리뷰 1,서울 종로구 평창12길 3 나라빌딩 3층,(지번) 평창동 220,02-396-8842,https://www.instagram.com/maymi_leather/,접속불가
행복이네 가죽공방 ,0.0,0건,리뷰 0,인천 동구 송림로 지하 4,(지번) 금곡동 10,연락처 없음,,
베아트리체가죽공방 ,0.0,0건,리뷰 0,서울 강서구 가로공원로84길 79 2층,(지번) 화곡동 352-40,연락처 없음,https://blog.naver.com/hyobaru/,200
비아로마나 가죽공방 ,0.0,0건,리뷰 0,경기 성남시 분당구 백현로144번길 27 1층,(지번) 정자동 38-4,연락처 없음,https://www.instagram.com/viaromana_leather/,접속불가
유즈가죽공방(YUZ Leather Atelier),0.0,0건,리뷰 0,충남 서산시 고운로 61-15,(지번) 읍내동 813,연락처 없음,,
미리가죽공방 ,0.0,0건,리뷰 0,경기 파주시 탄현면 헤이리마을길 93-75 더스텝 B동 202호,(지번) 탄현면 법흥리 1652-37,연락처 없음,http://blog.naver.com/miri323,200
아를로가죽공방 ,5.0,1건,리뷰 0,경기 성남시 분당구 야탑로 102 뉴젠빌오피스텔 2층 204호,(지번) 야탑동 514-2,연락처 없음,http://arloleather.com/,200
꽃보다가죽공방 ,0.0,0건,리뷰 0,서울 종로구 돈화문로 76-1,(지번) 와룡동 86-1,연락처 없음,http://boomtattoo.blog.me/,200
진가죽공방 ,0.0,0건,리뷰 0,강원 강릉시 율곡초교길47번길 9,(지번) 교동 1864-6,010-2168-2922,,
가죽공방연지 ,0.0,0건,리뷰 0,서울 강남구 남부순환로 지하 2814 지하 2층 여성창업플라자 208호,(지번) 도곡동 339-2,0507-1456-8517,http://yenzy.co.kr/,200
위드살롱아찌 가죽공방 성남직영점,0.0,0건,리뷰 0,경기 성남시 중원구 사기막골로 148 중앙이노테크 B201,(지번) 상대원동 171,0507-1456-8517,http://withsalonazzi.com/,200
가죽공방 곰 ,0.0,0건,리뷰 0,경기 성남시 분당구 성남대로 51 분당포스빌 596호,(지번) 구미동 156,010-9535-4536,http://gomgajuk.blog.me/,200
유일무이 가죽공방 ,5.0,1건,리뷰 0,경기 시흥시 서울대학로278번길 34 307호,(지번) 정왕동 2526,070-7545-6102,https://blog.naver.com/yuni1150,200
꼬매리가죽공방 ,0.0,0건,리뷰 3,인천 연수구 컨벤시아대로42번길 8 코오롱더프라우1단지 102동 107호,(지번) 송도동 15-12,연락처 없음,http://blog.naver.com/ggomerry/,200
유빈가죽공방 ,0.0,0건,리뷰 0,경기 고양시 덕양구 능곡로 11,(지번) 토당동 347-7,010-8889-0490,,
가죽공방룩스 ,0.0,0건,리뷰 0,경기 성남시 분당구 미금로 251 청솔성원아파트 상가동 2층 204호,(지번) 금곡동 143,010-8889-0490,https://blog.naver.com/luxeatelier,200
이지가죽공방 ,0.0,0건,리뷰 1,인천 연수구 능허대로79번길 30 럭키송도아파트 종합상가 2층 209호,(지번) 옥련동 626,010-2197-0268,http://blog.naver.com/izzy_atelier,200
티도그 가죽공방 ,0.0,0건,리뷰 0,서울 광진구 뚝섬로 694 1층,(지번) 자양동 681-5,연락처 없음,http://smartstore.naver.com/tdog-leather,200
스튜디오은은 가죽공방 본점 ,0.0,0건,리뷰 0,충북 충주시 봉방1길 36 상가 1층,(지번) 봉방동 134-1,연락처 없음,http://blog.naver.com/thorn43,200
아이언브릿지 ,0.0,0건,리뷰 0,경기 양주시 고읍남로39번길 143 1층,(지번) 광사동 690-4,연락처 없음,,
토글가죽공방 인천연수점 ,0.0,0건,리뷰 0,인천 연수구 청능대로 210,(지번) 동춘동 926,070-4001-0420,https://blog.naver.com/toggleleathercraft,200
찬란가죽공방 ,0.0,0건,리뷰 0,경기 김포시 김포한강7로22번길 174-77 102호,(지번) 마산동 632-6,연락처 없음,,
재미난가죽공방 ,0.0,0건,리뷰 0,인천 중구 차이나타운로52번길 15,(지번) 선린동 40-3,연락처 없음,,
베아트리체가죽공방 ,0.0,0건,리뷰 1,경기 시흥시 은계번영길 19 디스퀘어큐브 502호,(지번) 은행동 646-8,연락처 없음,https://blog.naver.com/hjphappy79/,200
에이치팩토리 가죽공방 ,0.0,0건,리뷰 0,인천 계양구 계산새로 110 상가동 2층,(지번) 계산동 1084-2,연락처 없음,https://www.instagram.com/h_factory_leather/,접속불가
CLOTHO 가죽공방 ,0.0,0건,리뷰 0,서울 동작구 동작대로 153-1,(지번) 사당동 79-13,연락처 없음,,
비브르가죽공방 ,0.0,0건,리뷰 0,경기 고양시 덕양구 마상로154번길 2 유림빌딩 301호,(지번) 성사동 500-23,연락처 없음,,
소소다움가죽공방 ,0.0,0건,리뷰 0,서울 강서구 허준로 175,(지번) 가양동 1485,연락처 없음,,
놀이터가죽공방 ,0.0,0건,리뷰 0,경기 성남시 분당구 불정로386번길 10,(지번) 서현동 307,연락처 없음,,
소소한 가죽공방 ,0.0,0건,리뷰 0,경기 군포시 군포로471번길 32,(지번) 당동 792-17,연락처 없음,,
"마노가죽공방 가죽,모피",0.0,0건,리뷰 0,대구 중구 명덕로55길 11 1층,(지번) 대봉동 162-31,연락처 없음,https://maladin.blog.me/221594347321?Redirect=Log&from=postView,200
가죽공방 헤비츠 성수 팩토리샵 제조업,5.0,1건,리뷰 13,서울 성동구 아차산로 15-8 1층,(지번) 성수동1가 656-1112,연락처 없음,https://hevitz.com/,200
가죽공방레더테이블 패션잡화점,0.0,0건,리뷰 0,경북 경산시 강변서로53길 10-9,(지번) 정평동 247-26,연락처 없음,,
지오가죽공방카페 테마카페,5.0,1건,리뷰 0,경남 창원시 성산구 가음로 89 지하1층,(지번) 남양동 39-17,연락처 없음,https://blog.naver.com/leather74,200
"레이저가죽공방 가죽,모피",0.0,0건,리뷰 0,부산 수영구 남천동로10번길 2,(지번) 남천동 18-16,070-7554-2436,http://starrazor.blog.me/,200
"베아누스가죽공방 가죽,모피",0.0,0건,리뷰 0,울산 남구 삼호로7번길 3 1층,(지번) 무거동 1440-12,연락처 없음,http://www.beanus-korea.com/,200
"가죽공방 가죽,모피",0.0,0건,리뷰 0,경기 평택시 중앙로 142,(지번) 합정동 757-1,연락처 없음,,
"크리에잇 가죽공방 가죽,모피",0.0,0건,리뷰 1,경기 남양주시 평내로29번안길 6-4,(지번) 평내동 577-2,연락처 없음,http://cree8.modoo.at/,200
토글가죽공방 패션,5.0,1건,리뷰 0,경기 성남시 분당구 동판교로52번길 14-7 1층,(지번) 백현동 595,연락처 없음,https://blog.naver.com/toggle595,200
모모가죽공방 패션잡화점,0.0,0건,리뷰 0,경남 거제시 연초면 거제북로 57,(지번) 연초면 죽토리 1238,070-4922-1261,,
"골드테구가죽공방 가죽,모피",0.0,0건,리뷰 0,서울 영등포구 도림로 432 1층,(지번) 문래동3가 58-77,02-2677-0674,,
낫띵메터스 가죽공방 카페,5.0,1건,리뷰 2,서울 강서구 마곡서로 175 M밸리4단지 상가 106호,(지번) 마곡동 315-6,연락처 없음,,
"가죽공방진실 가죽,모피",1.0,1건,리뷰 0,전북 전주시 완산구 전주객사4길 69 2층,(지번) 고사동 364-4,연락처 없음,,
안나가죽공방 패션잡화점,0.0,0건,리뷰 0,충북 충주시 남산4길 35,(지번) 교현동 1061,연락처 없음,,
레더빈 가죽공방 패션잡화점,0.0,0건,리뷰 0,부산 수영구 장대골로7번길 18,(지번) 광안동 743-2,연락처 없음,,
엘아트가죽공방 의류판매,0.0,0건,리뷰 0,광주 동구 중흥로 239,(지번) 계림동 578-10,062-415-0750,,
숲속의가죽공방 학원,5.0,1건,리뷰 0,광주 동구 예술길 20-5,(지번) 궁동 52-4,062-225-0609,,
"바이던가죽공방 가죽,모피",0.0,0건,리뷰 2,서울 송파구 백제고분로34길 33 2층,(지번) 석촌동 228-9,062-225-0609,,
"로얄핸즈 가죽공방 전주점 가정,생활",0.0,0건,리뷰 0,전북 전주시 완산구 서곡1길 1-6,(지번) 효자동3가 1457-4,연락처 없음,,
정희가죽공방 의류판매,0.0,0건,리뷰 0,광주 서구 금부로 115,(지번) 금호동 737-12,061-430-7900,,
"가죽공방파란달 가죽,모피",0.0,0건,리뷰 0,경기 고양시 일산서구 일산로635번길 18 1층,(지번) 대화동 2108-10,연락처 없음,http://blog.naver.com/bluemoon-leather,200
"루쎄로가죽공방 가죽,모피",0.0,0건,리뷰 0,경기 수원시 영통구 영통로112번길 30,(지번) 망포동 540-5,연락처 없음,,
"한샘가죽공방 가죽,모피",0.0,1건,리뷰 0,서울 마포구 어울마당로 113 지하 1층,(지번) 동교동 163-5,02-334-8427,http://www.hsgajuk.com/,200
"두각가죽공방(Dugak Atelier) 문화,예술",0.0,0건,리뷰 0,경기 수원시 권선구 효원로 226,(지번) 권선동 1011-3,031-223-0612,,
"맹가미가죽공방 의정부점 가죽,모피",0.0,0건,리뷰 0,경기 의정부시 시민로121번길 34-5,(지번) 의정부1동 178-7,031-840-7733,,
성수동 가죽공방 가방,0.0,0건,리뷰 0,서울 광진구 동일로2길 7,(지번) 자양동 206,연락처 없음,,
모모가죽공방 패션잡화점,0.0,0건,리뷰 0,충남 당진시 백암로 166,(지번) 채운동 346-8,연락처 없음,,
"H가죽공방 가죽,모피",0.0,0건,리뷰 0,인천 미추홀구 구월남로 20,(지번) 주안동 1556-14,연락처 없음,,
가죽공방 치킨,0.0,0건,리뷰 0,서울 동작구 사당로16길 30,(지번) 사당동 274-24,02-523-5760,,
인디안가죽공방 액세서리,0.0,0건,리뷰 0,경기 평택시 중앙시장로12번길 2,(지번) 신장동 300-42,연락처 없음,,
"사스미가죽공방 문화,예술",0.0,0건,리뷰 0,경기 수원시 팔달구 경수대로 584,(지번) 인계동 939,연락처 없음,,
"훈민정음가죽공방 구두,신발",0.0,0건,리뷰 0,서울 용산구 청파로47길 26,(지번) 청파동2가 84-2,02-3273-7075,,
"별빛가죽공방 가정,생활",0.0,0건,리뷰 0,경기 용인시 처인구 명지로60번길 37-12,(지번) 역북동 773-3,연락처 없음,,
까죽이남악가죽공방 패션잡화점,0.0,0건,리뷰 0,전남 무안군 삼향읍 남악3로82번길 41,(지번) 삼향읍 남악리 2139,연락처 없음,,
"라엘 소그나레 가죽공방 문화,예술",0.0,0건,리뷰 0,경기 부천시 호현로447번길 5-3,(지번) 소사본동 147-18,연락처 없음,,
"온 가죽공방 가정,생활",0.0,0건,리뷰 1,경기 광명시 범안로 1056,(지번) 하안동 53-1,연락처 없음,,
아글라이아 가죽공방 가방,0.0,0건,리뷰 1,서울 동작구 상도로 153 혜현빌딩 지하1층,(지번) 상도동 187-1,070-8803-8310,https://blog.naver.com/pencoguy,200
"Leather n Design가죽공방 문화,예술",0.0,0건,리뷰 0,경기 화성시 동탄지성로 17,(지번) 반송동 93-1,070-8810-2156,,
가호수가죽공방 생활용품제조,0.0,0건,리뷰 0,전남 강진군 강진읍 지전로 549,(지번) 강진읍 송전리 446-7,061-433-5624,,
도리바리 가죽공방 가방,0.0,0건,리뷰 0,경기 광명시 광화로13번길 13-1,(지번) 광명동 374-173,02-7798-9026,,
무어통가죽공방 패션잡화점,0.0,0건,리뷰 0,강원 원주시 원일로 3,(지번) 명륜동 5-2,연락처 없음,,
"유빈가죽공방 가죽,모피",0.0,0건,리뷰 0,경기 고양시 일산동구 백석로72번길 59-3,(지번) 백석동 1266-3,070-7726-8122,,
"DAVIDA가죽공방 구두,신발",0.0,0건,리뷰 0,경기 하남시 수리남로5번길 34,(지번) 덕풍동 372-118,031-794-9154,,
진가죽공방 제조업,0.0,0건,리뷰 0,강원 강릉시 율곡초교길47번길 11 9호 1층,(지번) 교동 1860-11,연락처 없음,,
연희가죽공방 패션잡화점,0.0,0건,리뷰 0,서울 강남구 강남대로146길 28,(지번) 논현동 22,02-518-0490,,
"마고트가죽공방 가죽,모피",0.0,0건,리뷰 0,서울 서초구 잠원로 36,(지번) 잠원동 68,02-537-0828,,
"얏찌가죽공방 가죽,모피",0.0,0건,리뷰 0,경기 구리시 안골로56번길 30,(지번) 교문동 5-2,연락처 없음,http://blog.naver.com/yahtzeeblog,200
맹가미가죽공방 패션잡화점,0.0,0건,리뷰 0,인천 중구 우현로35번길 21-2,(지번) 신생동 2-4,연락처 없음,,
"프로마쥬 가죽공방 문화,예술",0.0,0건,리뷰 0,경기 구리시 장자대로1번길 38,(지번) 교문동 803-10,연락처 없음,,
"아바드가죽공방 서비스,산업",5.0,2건,리뷰 2,경기 군포시 고산로 679 미성프라자 3층,(지번) 산본동 1061-3,연락처 없음,https://blog.naver.com/avade77/,200
"지나베가죽공방 가죽,모피",0.0,0건,리뷰 2,서울 구로구 새말로 97 신도림테크노마트 지하1층,(지번) 구로동 3-25,연락처 없음,http://storefarm.naver.com/zvc,200
"하토르 가죽공방 문화,예술",0.0,0건,리뷰 0,경기 남양주시 진접읍 해밀예당1로190번길 20,(지번) 진접읍 금곡리 1036-1,031-528-6263,,
옐로가죽공방 가방,0.0,0건,리뷰 0,서울 관악구 봉천로7길 19 4층,(지번) 봉천동 702-91,연락처 없음,http://blog.naver.com/yoonzz3,200
크레아레가죽공방 취미,0.0,0건,리뷰 0,충남 천안시 서북구 쌍용12길 10-4,(지번) 쌍용동 1949,041-572-4364,,
"가죽공방비브르사비 서비스,산업",0.0,0건,리뷰 0,서울 서초구 동산로6길 38,(지번) 양재동 341-2,연락처 없음,,
마틴 가죽공방 액세서리,0.0,0건,리뷰 0,경기 고양시 일산동구 중앙로 1130,(지번) 마두동 806,031-908-4285,,
탑가죽공방 가방,0.0,0건,리뷰 0,인천 서구 석남로109번길 13,(지번) 석남동 575-36,032-572-5773,,
"파더스 가죽 공방 가정,생활",0.0,0건,리뷰 0,경기 이천시 갈산로 42,(지번) 증포동 94-3,연락처 없음,,
카우가죽공방 취미,0.0,0건,리뷰 0,경기 화성시 남양읍 역골중앙로41번길 50 선경빌 1층,(지번) 남양읍 남양리 2033-6,연락처 없음,http://blog.naver.com/yghie,200
하늘가죽공방 의류판매,0.0,0건,리뷰 0,인천 강화군 강화읍 강화대로 430,(지번) 강화읍 관청리 523-3,070-7013-4545,,
소소다움가죽공방 주차장 주차장,0.0,0건,리뷰 0,서울 강서구 마곡중앙2로 5,(지번) 마곡동 728-222,연락처 없음,,
"오얏꽃가죽공방 가정,생활",0.0,0건,리뷰 0,경기 동두천시 못골로49번길 104,(지번) 생연동 401-4,연락처 없음,,
가죽공방 앤셜리 생활용품점,0.0,0건,리뷰 0,인천 연수구 청능대로 109,(지번) 연수동 599-5,연락처 없음,http://blog.naver.com/djlovehy,200
"맹가미가죽공방 2호점 가죽,모피",0.0,0건,리뷰 0,경기 의정부시 태평로 101,(지번) 의정부동 151-10,연락처 없음,,
바름공방 ,0.0,0건,리뷰 13,대구 중구 교동1길 22 1층,(지번) 교동 59,연락처 없음,https://blog.naver.com/skyyks111/,200
로터스가죽이야기 ,0.0,0건,리뷰 0,대구 달서구 월배로24길 13,(지번) 진천동 241,연락처 없음,,
성우가죽공예 ,0.0,0건,리뷰 0,대구 중구 명덕로55길 25,(지번) 대봉동 152-24,연락처 없음,,
송예진가죽공예학원 ,0.0,0건,리뷰 15,서울 용산구 이태원로27길 38 3층,(지번) 이태원동 104-4,연락처 없음,http://avecmoreau.com/,200
이비그가죽공방 ,5.0,2건,리뷰 104,서울 금천구 시흥대로153길 72 1층,(지번) 가산동 151-9,연락처 없음,https://blog.naver.com/evighet8,200
가죽공예 마디샤 ,0.0,0건,리뷰 1,대구 동구 율하동로20길 52 2층,(지번) 신기동 563-2,053-857-9690,http://blog.daum.net/craftmadisa,200
바이두룸가죽공예학원 ,0.0,0건,리뷰 0,부산 수영구 광일로 49 비치그린아파트 109동 상가 210호,(지번) 광안동 503-1,010-5457-8396,https://blog.naver.com/yasii79/,200
휴테스튜디오 공방 ,5.0,1건,리뷰 1,부산 기장군 정관읍 구연방곡로 30,(지번) 정관읍 방곡리 432-1,010-5457-8396,http://www.instagram.com/hutte_studio,접속불가
레더볼사가죽공예학원 ,0.0,0건,리뷰 0,경남 창원시 성산구 마디미서로 26 한독빌딩 4층 403호,(지번) 상남동 15-2,010-8999-7488,https://blog.naver.com/leatherbolsa/,200
가죽이야기 구미옥계점 ,0.0,0건,리뷰 0,경북 구미시 옥계신당로1길 2-1,(지번) 옥계동 1023,010-8335-5625,,
달빛가죽 ,0.0,0건,리뷰 0,전남 여수시 여서동6길 27-2,(지번) 여서동 394-4,010-7401-2061,,
해들누리가죽공예 ,0.0,0건,리뷰 1,전남 광양시 광양읍 서평로 46,(지번) 광양읍 구산리 836-9,061-761-8368,,
사나래가죽작업실 ,0.0,0건,리뷰 0,전북 군산시 동지곡길 7,(지번) 지곡동 513-1,010-9164-1308,,
이레가죽공작소 ,5.0,4건,리뷰 4,대전 유성구 지족로 92 아파트상가 104호,(지번) 지족동 1052,010-9164-1308,,
현공방 ,0.0,0건,리뷰 0,전북 전주시 덕진구 쪽구름3길 27,(지번) 여의동2가 652-15,010-5011-5716,http://jshyun5716.blog.me/,200
아고스티노가죽학교 ,0.0,0건,리뷰 1,서울 강남구 학동로 305-3 정각빌딩 3층,(지번) 논현동 115-10,02-6085-1617,http://www.leatherschool.co.kr/,200
가죽의집 ,0.0,0건,리뷰 113,경북 안동시 송하1길 110-24 1층,(지번) 송현동 533-7,010-5910-5926,http://blog.daum.net/chezcuir,200
빛가죽 ,0.0,0건,리뷰 0,울산 중구 화진3길 35-6 1층,(지번) 태화동 34-13,연락처 없음,http://bittleather.com/,200
소소한가죽공예오늘 ,0.0,0건,리뷰 0,전북 전주시 완산구 경기전길 57,(지번) 풍남동3가 88-12,연락처 없음,,
