공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
이화레이져공방,0.0,0건,리뷰 0,경기 수원시 팔달구 월드컵로369번길 29,(지번) 우만동 478-3,연락처 없음,http://www.xn--om2b19ndtesva91a.kr/
,D 용화랑 화방,5.0,1건,리뷰 0,(지번) 우만동 478-3,연락처 없음,
아,0.0,0건,리뷰 0,경기 용인시 수지구 만현로 120,(지번) 상현동 252,연락처 없음,https://adocalligraphy.com/
나다,0.0,0건,리뷰 1,경기 수원시 영통구 매영로39번길 6,(지번) 매탄동 199-77,010-8922-4294,https://nadawood.modoo.at/
제로캔들,0.0,0건,리뷰 0,경기 하남시 감북로53번길 29,(지번) 감북동 322-38,연락처 없음,
정구찬갤러리,0.0,0건,리뷰 0,경기 용인시 처인구 운학로 32-2,(지번) 운학동 248-3,연락처 없음,
양지,0.0,0건,리뷰 1,경기 하남시 하남대로777번길 75,(지번) 신장동 438-10,031-794-2291,
그림과액자,0.0,0건,리뷰 0,경기 안양시 만안구 만안로 244,(지번) 안양동 88-1,연락처 없음,
서문재,5.0,1건,리뷰 0,경기 여주시 신단2길 132,(지번) 단현동 258,연락처 없음,http://blog.naver.com/8822228
클레이어,0.0,0건,리뷰 0,경기 고양시 일산동구 장대길105번길 172,(지번) 장항동 545-12,연락처 없음,http://www.clayer.co.kr/
해피조이,5.0,1건,리뷰 0,경기 광주시 오포읍 문현로 1-83,(지번) 오포읍 문형리 295-1,연락처 없음,
얼웨이즈,0.0,0건,리뷰 6,경기 성남시 분당구 미금로 43 정운빌딩 지하1층,(지번) 구미동 204-1,010-6382-5427,http://blog.naver.com/alwaysthere17
이태리액자,5.0,1건,리뷰 0,경기 고양시 덕양구 용현로53번길 26,(지번) 행신동 741-16,031-972-2280,
가구공방아르,0.0,0건,리뷰 0,경기 용인시 수지구 죽전로278번길 21-1 지하 1층,(지번) 죽전동 1393-3,031-889-3183,http://www.arture.co.kr/
프라이스어니든,0.0,0건,리뷰 0,경기 남양주시 화도읍 비룡로 201,(지번) 화도읍 묵현리 18-8,031-889-3183,http://priceaneden.com/
비야크래프트,0.0,0건,리뷰 0,경기 평택시 팽성읍 안정쇼핑로 57,(지번) 팽성읍 안정리 41-68,연락처 없음,https://blog.naver.com/chikiss_
라온목,0.0,0건,리뷰 0,경기 남양주시 화도읍 경춘로창벌2길 12-1 1층,(지번) 화도읍 창현리 732-3,연락처 없음,http://blog.naver.com/seoh09041
수줍은주얼리,0.0,0건,리뷰 0,경기 수원시 팔달구 권광로 146 벽산그랜드코아 210호,(지번) 인계동 1125-2,연락처 없음,http://www.instagram.com/soojoobeun_jewelry
리에쥬 도자기핸드페인팅공방,0.0,0건,리뷰 0,경기 부천시 은성로 172-9 범박힐스테이트6단지 상가동 1층,(지번) 범박동 150-2,연락처 없음,http://blog.naver.com/liegestudio/
나무n,0.0,0건,리뷰 27,경기 남양주시 경강로294번길 23,(지번) 삼패동 316-4,010-3306-6785,https://blog.naver.com/ohminhwan/
세이모어세라믹워크,0.0,0건,리뷰 14,경기 성남시 분당구 내정로113번길 17 지하1층,(지번) 정자동 70-5,031-719-3448,http://seymour.modoo.at/
문다방,0.0,0건,리뷰 0,경기 부천시 정주로 61,(지번) 약대동 177-20,연락처 없음,
그리고뜨다,5.0,1건,리뷰 1,경기 고양시 일산동구 무궁화로141번길 21,(지번) 정발산동 1184,연락처 없음,
WOONICLAY 도자기공방,5.0,1건,리뷰 0,경기 남양주시 오남읍 진건오남로512번길 21,(지번) 오남읍 오남리 414-3,031-528-0624,http://blog.naver.com/doyega0205
소잉&뜨개,0.0,0건,리뷰 1,경기 수원시 영통구 이의동 1352-1 에듀하임1309오피스텔 상가 101동 102호,(지번) 오남읍 오남리 414-3,031-528-0624,https://blog.naver.com/bf3807
뜨개나무바이유미,0.0,0건,리뷰 0,경기 성남시 분당구 서판교로44번길 3-8,(지번) 판교동 566-1,031-8016-4888,
바랭이도자기공방,0.0,0건,리뷰 0,경기 용인시 기흥구 이현로29번길 26-8,(지번) 보정동 878-6,연락처 없음,
도은자기,5.0,2건,리뷰 0,경기 이천시 신둔면 황무로254번길 60-56,(지번) 신둔면 인후리 176,연락처 없음,http://www.doeun.co.kr/
그냥좋,5.0,1건,리뷰 1,경기 과천시 자하동길 45,(지번) 중앙동 10,연락처 없음,
반지더하기 부천점,5.0,3건,리뷰 7,경기 부천시 석천로177번길 21 화이트밸리 403호,(지번) 중동 1162-1,032-201-7770,
동진액자,4.0,1건,리뷰 0,경기 광명시 안재로14번길 5-1,(지번) 하안1동 596-9,02-897-1358,http://www.newframe.co.kr/
,"D 젬마그레이바느질공방 수예,자수",0.0,0건,리뷰 0,(지번) 하안1동 596-9,02-897-1358,
정우금속,0.0,0건,리뷰 0,경기 김포시 양촌읍 황금3로8번길 20,(지번) 양촌읍 학운리 3500,031-986-8678,
헤펠레목공방 나무N공,0.0,0건,리뷰 0,경기 의왕시 이미로 40 인덕원IT밸리 D동 406호,(지번) 포일동 653,연락처 없음,http://blog.naver.com/ohminhwan
모감주나무공방,1.0,1건,리뷰 0,경기 의왕시 징계골길 55,(지번) 이동 562,연락처 없음,https://goldenrainwoodwork.blog.me/
신상호스튜디오,0.0,0건,리뷰 0,경기 양주시 장흥면 호국로311번길 20-39,(지번) 장흥면 부곡리 646-8,031-826-4549,http://www.sanghoshin.com/
호림공방,0.0,0건,리뷰 0,경기 동두천시 쇠목길 356-126,(지번) 광암동 23,031-868-1100,
고당,0.0,0건,리뷰 0,경기 광명시 시청로 103,(지번) 철산2동 141,02-2614-7115,
감성터,0.0,0건,리뷰 2,경기 평택시 용죽6길 15 수피아 102호,(지번) 용이동 671-1,010-6797-5653,
메이앤데이지,0.0,0건,리뷰 12,경기 수원시 장안구 영화로71번길 16 1층,(지번) 정자동 69-13,010-2166-8185,http://www.xn--m-w18el0pxlmopcca032b.com/
오늘도자기,4.0,1건,리뷰 2,경기 남양주시 마치로 118 3층,(지번) 호평동 23-75,010-2166-8185,
엔틱,0.0,0건,리뷰 0,경기 남양주시 와부읍 경강로 971,(지번) 와부읍 팔당리 441-7,031-591-7785,https://blog.naver.com/pdgarden973
분당청년공방,5.0,1건,리뷰 6,경기 성남시 분당구 분당로53번길 13 3층,(지번) 서현동 269-4,031-591-7785,https://www.instagram.com/neon_1122/
수에트리,3.3,3건,리뷰 16,경기 용인시 기흥구 죽전로15번길 11-13 1층,(지번) 보정동 1187-3,031-591-7785,http://www.suyetree.co.kr/
마지삐에로도자기공방,0.0,0건,리뷰 5,경기 화성시 동탄반석로 172 동양파라곤 216호,(지번) 반송동 93-3,031-613-7949,http://magicpainting.smphone.kr/
애니아,0.0,0건,리뷰 0,경기 구리시 동구릉로460번길 147-39,(지번) 사노동 28-16,031-558-2395,
에스로그,0.0,0건,리뷰 3,경기 용인시 처인구 금령로27번길 6-1,(지번) 김량장동 321-11,연락처 없음,https://blog.naver.com/ssssaet/
보석십자수 수재샵 의정부지점,0.0,0건,리뷰 0,경기 의정부시 추동로 93 대성빌딩 1층,(지번) 신곡동 757-9,연락처 없음,http://sujaeshop.com/
한결아트,0.0,0건,리뷰 0,경기 화성시 봉담읍 최루백로 160-21,(지번) 봉담읍 분천리 46-16,연락처 없음,http://www.pni-bs.com/
가야당,0.0,0건,리뷰 0,경기 성남시 분당구 야탑로271번길 7,(지번) 야탑동 177,031-705-6660,
굿앤레더,5.0,1건,리뷰 0,경기 안산시 상록구 양지편로 38 7층,(지번) 이동 715-11,031-705-6660,http://goodnleather.com/
공간갤러리,0.0,0건,리뷰 0,경기 성남시 분당구 내정로165번길 38 양지마을청구상가 132호,(지번) 수내1동 32,031-705-6660,https://gggallery.modoo.at/
남원제기병풍공장,0.0,0건,리뷰 0,경기 광주시 경충대로 1897,(지번) 장지동 550,031-764-7416,
황실십자수앤뜨개,0.0,0건,리뷰 0,경기 수원시 영통구 이의동 1352 에듀하임 101동,(지번) 장지동 550,031-764-7416,
실과바늘뜨개방,0.0,0건,리뷰 0,경기 오산시 오산로232번길 14,(지번) 오산동 878-15,031-376-6984,
도자기봄,0.0,0건,리뷰 0,경기 하남시 미사강변대로54번길 97,(지번) 풍산동 506-1,010-3311-7738,https://blog.naver.com/skkk1327
하우스오브지원,0.0,0건,리뷰 4,경기 의정부시 평화로494번길 31 2층,(지번) 의정부동 135-25,010-3311-7738,https://blog.naver.com/houseofjiwon/
오마이디쉬,5.0,1건,리뷰 8,경기 성남시 수정구 위례서일로1길 3,(지번) 창곡동 558-6,070-4145-6155,http://ohmydish.co.kr/
보석십자수수재샵 용인광교점,0.0,0건,리뷰 0,경기 용인시 수지구 광교마을로 2 광교경남아너스빌 상가동 102-1호,(지번) 상현동 1115,010-5268-1024,https://blog.naver.com/dms419419
꼼지락다락방,0.0,0건,리뷰 1,경기 수원시 권선구 세권로137번길 15,(지번) 권선동 995-10,연락처 없음,
아기자기손뜨개&십자수,0.0,0건,리뷰 0,경기 군포시 번영로 497 2층,(지번) 산본동 1142-5,031-391-3387,http://cafe.naver.com/agijagisanbon
,"D 중부액자 액자,표구",5.0,1건,리뷰 0,(지번) 산본동 1142-5,031-391-3387,http://jbframe.smphone.kr/
눈과마음 아트스튜디오,5.0,1건,리뷰 1,경기 하남시 미사강변대로34번안길 11 4층 405호,(지번) 풍산동 517-1,031-792-6736,https://blog.naver.com/eyeandmind_sh
황실유럽십자수,0.0,0건,리뷰 0,경기 부천시 부천로 1,(지번) 심곡본동 316-2,연락처 없음,
청그림작업스,0.0,0건,리뷰 0,경기 안양시 만안구 장내로 137,(지번) 안양동 674,연락처 없음,
토루도예공방,5.0,4건,리뷰 2,경기 파주시 오도로 160-16,(지번) 오도동 274-16,031-943-5130,http://blog.naver.com/cj5130
아빠솜씨,0.0,0건,리뷰 0,경기 양주시 율정로247번길 79-27,(지번) 율정동 115,031-943-5130,https://blog.naver.com/zeregadis77
리꼬벨로,0.0,0건,리뷰 29,경기 부천시 계남로 297,(지번) 춘의동 130-11,연락처 없음,http://blog.naver.com/riccobello
전흥공예,0.0,0건,리뷰 0,경기 김포시 대곶면 종생로 78-26 1동,(지번) 대곶면 율생리 267-4,031-989-2344,http://www.jhart.co.kr/
써틴,5.0,3건,리뷰 1,경기 용인시 기흥구 구성로279번길 29 1층,(지번) 청덕동 529-15,010-6221-6213,http://blog.naver.com/mousecan
예사,0.0,0건,리뷰 0,경기 오산시 남부대로 313 102호,(지번) 원동 445-4,031-378-1120,http://www.xn--2e0bj6q1rh1qfcyu.infom.kr/
행복뜨개방,0.0,0건,리뷰 0,경기 안양시 만안구 안양로223번길 35,(지번) 안양동 453-1,010-6634-0036,
보석십자수수재샵 별내점,0.0,0건,리뷰 0,경기 남양주시 별내5로5번길 33,(지번) 별내동 1087-5,010-7640-0272,
펠트박스,0.0,0건,리뷰 42,경기 남양주시 평내로161번길 3-14 1층,(지번) 평내동 595-12,070-8234-4997,http://www.feltbox.co.kr/
상신,0.0,0건,리뷰 0,경기 부천시 부일로 276,(지번) 상동 322,032-322-0453,
토글가죽공방 본점,0.0,0건,리뷰 0,경기 광주시 오포읍 능평로 78-7,(지번) 오포읍 능평리 333-7,070-4001-0420,
,"D 더유스토리 미술,공예",0.0,0건,리뷰 3,(지번) 오포읍 능평리 333-7,070-4001-0420,https://blog.naver.com/poohje106
주운항,5.0,1건,리뷰 0,경기 안양시 동안구 경수대로883번길 93 일진상가 302호,(지번) 비산동 571-28,010-5311-7887,http://redjoo.modoo.at/
액자나라,0.0,0건,리뷰 0,경기 군포시 산본천로 196-1,(지번) 산본동 236-5,031-395-0759,
갤러,0.0,0건,리뷰 0,경기 남양주시 늘을2로14번길 5 3층 304호,(지번) 호평동 641-1,연락처 없음,http://blog.naver.com/ad4u1004
크레마모비다,0.0,0건,리뷰 0,경기 화성시 동탄치동천로2길 3-3,(지번) 영천동 747-2,070-8869-2237,https://www.cremamorbida.com/
르디쉬 세라믹스튜디오,5.0,1건,리뷰 3,경기 성남시 분당구 동판교로52번길 13-10,(지번) 백현동 593-4,연락처 없음,https://blog.naver.com/ledishstudio
안성 여,1.0,1건,리뷰 0,경기 안성시 삼죽면 서동대로 6400,(지번) 삼죽면 진촌리 212,031-672-4003,http://aswood.co.kr/
옛멋화,5.0,4건,리뷰 0,경기 용인시 기흥구 동백5로 17 동백 레이크시티 프라자 7층 703-2호,(지번) 중동 832-7,010-8148-7899,http://oldcharm.co.kr/
유럽풍십자수,0.0,0건,리뷰 0,경기 평택시 평택2로 52,(지번) 비전1동 621-13,031-652-1827,
뜨개랑 십자수랑,4.9,10건,리뷰 0,경기 용인시 기흥구 어정로 84,(지번) 상하동 462-1,031-652-1827,
코바늘대바늘뜨개방,0.0,0건,리뷰 0,경기 평택시 지산로37번길 55,(지번) 지산동 1010,연락처 없음,
광주표구화랑,0.0,0건,리뷰 0,경기 광주시 경안안길 22,(지번) 경안동 91-9,031-761-9804,
수원동진액자,0.0,0건,리뷰 0,경기 수원시 팔달구 세지로 383 동진빌딩1층,(지번) 지동 212-10,031-258-6898,http://www.odiyu.com/frame
한송공방,0.0,0건,리뷰 0,경기 고양시 덕양구 호국로1427번길 99,(지번) 대자동 391,031-964-0681,http://www.chilpicraft.com/
시나브로가죽공방,5.0,1건,리뷰 2,경기 수원시 팔달구 효원로249번길 18-17 3층,(지번) 인계동 1044-13,0507-1339-0792,https://www.instagram.com/sinabro_leather/
,"D 엄마손뜨게방 수예,자수",0.0,0건,리뷰 0,(지번) 인계동 1044-13,0507-1339-0792,
현공방,0.0,0건,리뷰 0,경기 과천시 남태령옛길 2,(지번) 과천동 465,0507-1339-0792,http://www.enjoypot.co.kr/
예찬하드페이싱,0.0,0건,리뷰 0,경기 시흥시 공단1대로321번길 14,(지번) 정왕동 1289-10,031-497-5653,
레드체어메,0.0,0건,리뷰 0,경기 광주시 오포읍 능평로30번길 10,(지번) 오포읍 능평리 458-4,연락처 없음,http://blog.naver.com/redsky_88
보석십자수 수재샵 화성병점점,0.0,0건,리뷰 0,경기 화성시 병점3로 41,(지번) 병점동 345-50,연락처 없음,
천돌공작소,0.0,0건,리뷰 0,경기 남양주시 화도읍 수레로 1116 성민빌딩 1층,(지번) 화도읍 차산리 63-24,031-510-6264,http://www.papaword.com/
안성액자갤러리,0.0,0건,리뷰 0,경기 안성시 장기로 48,(지번) 인지동 414-5,031-672-3296,
우드스튜디오,5.0,1건,리뷰 0,경기 과천시 광창1로 21-35,(지번) 과천동 142-3,연락처 없음,
용운공방,0.0,0건,리뷰 0,경기 안성시 보개면 분토길 25-5,(지번) 보개면 가율리 79-1,연락처 없음,http://blog.daum.net/_blog/BlogTypeMain.do?blogid=0EBcZ
버드나무,0.0,0건,리뷰 1,경기 김포시 하성면 하성로656번길 22,(지번) 하성면 양택리 288-2,031-981-9845,http://budnamu.co.kr/
십자수마을,0.0,0건,리뷰 0,경기 안산시 상록구 반석로 54,(지번) 본오동 871,연락처 없음,
청담민속경,0.0,0건,리뷰 0,경기 화성시 비봉면 주석로 563-3,(지번) 비봉면 청요리 852-3,010-7577-4982,
손,0.0,0건,리뷰 0,경기 고양시 일산동구 강촌로26번길 7-21 지하1층,(지번) 백석동 1411-1,010-5214-0052,https://cafe.naver.com/sonmakeroom
작은나무소리,0.0,0건,리뷰 0,경기 오산시 오산로 350,(지번) 궐동 44-1,010-3909-3541,http://xn--910b55ou7av3mrth4na.webable.kr/
헤펠레목,0.0,0건,리뷰 0,경기 남양주시 송산로339번길 41-14,(지번) 별내동 885,031-574-0622,
,"D 맥간공예연구원 미술,공예",0.0,0건,리뷰 1,(지번) 별내동 885,031-574-0622,http://www.mackan.kr/
달봉캔들,0.0,0건,리뷰 9,경기 수원시 권선구 세화로190번길 58 2층,(지번) 서둔동 291-6,010-2310-1399,https://blog.naver.com/story6027
예뜰,0.0,0건,리뷰 3,경기 김포시 하성면 누산봉성로 202,(지번) 하성면 봉성리 643-70,연락처 없음,https://blog.naver.com/yettele1146
제이케이트레이딩앤뉴트,0.0,0건,리뷰 0,경기 안산시 상록구 선암로2길 5,(지번) 본오동 670-11,070-8775-1112,
황실유럽자수 안양점,0.0,0건,리뷰 0,경기 안양시 만안구 안양로 지하 301 중앙지하상가 139~141호,(지번) 안양동 1189-1,031-449-0601,https://blog.naver.com/hobby6393/222246556849
수지화랑표구사,0.0,0건,리뷰 0,경기 수원시 팔달구 정조로 858,(지번) 북수동 189-1,031-243-7018,
동신미술,5.0,1건,리뷰 0,경기 고양시 덕양구 흥도로70번길 117-2,(지번) 도내동 148-1,031-973-5585,
바오밥목공전문학원,0.0,0건,리뷰 0,경기 안성시 보개원삼로 137,(지번) 가사동 18-2,031-674-0193,http://baobobwoodwork.modoo.at/
남원제기병풍,0.0,0건,리뷰 0,경기 김포시 양촌읍 누산리 488-5,(지번) 가사동 18-2,연락처 없음,
라라랜드 라탄공방,0.0,0건,리뷰 2,경기 안산시 상록구 삼리2길 26 103호,(지번) 사동 1542-4,연락처 없음,http://blog.naver.com/ahjang2
화실그,0.0,0건,리뷰 0,경기 부천시 경인옛로 115,(지번) 괴안동 6-5,032-349-8655,
유소도예,0.0,0건,리뷰 1,경기 김포시 김포한강1로 250 113~115호,(지번) 운양동 1307-3,032-349-8655,http://www.instagram.com/youso_ceramic
백록도예연구소,0.0,0건,리뷰 0,경기 구리시 벌말로80번길 132,(지번) 토평동 457-6,031-551-1950,http://www.xn--2e0b83j45d8xe78hw4g1e.com/
라우드,0.0,0건,리뷰 0,경기 수원시 영통구 덕영대로1499번길 33 지하1층,(지번) 망포동 5-33,010-3732-8875,http://www.lawood.co.kr/
효애랑도자기공방,0.0,0건,리뷰 5,경기 성남시 분당구 황새울로116번길 6,(지번) 정자동 80-3,연락처 없음,
,D 나무상점 목공예,0.0,0건,리뷰 3,(지번) 정자동 80-3,연락처 없음,https://www.instagram.com/namu.sj/
한솔아트액자,0.0,0건,리뷰 0,경기 양주시 평화로1399번길 10,(지번) 덕계동 702-2,031-857-0027,http://hansolartyj.modoo.at/
담을도예공방,0.0,0건,리뷰 0,경기 화성시 여울로3길 10-2 1층,(지번) 능동 1103-13,031-857-0027,http://www.dameul-ceramic.com/
엑소더스가죽공방,0.0,0건,리뷰 5,경기 의정부시 체육로 249-5,(지번) 녹양동 400-28,010-2886-5818,https://blog.naver.com/verfa
올담청,5.0,1건,리뷰 0,경기 시흥시 복지로 105-3 1층,(지번) 대야동 345-15,0507-1424-1256,https://instagram.com/alldamcheong
레몬트리뜨개공방,0.0,0건,리뷰 0,경기 성남시 분당구 돌마로366번길 8 푸른마을아파트 쌍용B상가 103호,(지번) 수내동 75,031-718-8084,
공도소잉 미싱공방,0.0,0건,리뷰 8,경기 안성시 공도읍 서동대로 4079 주운풍림아파트 104동 106호,(지번) 공도읍 용두리 752,031-718-8084,https://blog.naver.com/seoly1004/
레도가죽공방,0.0,0건,리뷰 7,경기 고양시 일산동구 중앙로 1160 오원프라자 4층 415호,(지번) 마두동 805-2,010-6420-1205,https://blog.naver.com/ledocraft
청,0.0,0건,리뷰 0,경기 용인시 수지구 신봉1로 68,(지번) 신봉동 23-1,031-276-4241,
,0.0,0건,리뷰 0,경기 부천시 장말로187번길 19 2층,(지번) 중동 760-17,0507-1307-2409,http://blog.naver.com/poi2409
도색공방더쿠스,0.0,0건,리뷰 0,경기 수원시 영통구 삼성로 172-4,(지번) 매탄동 436-44,031-223-5214,
아리랑민속경,0.0,0건,리뷰 0,경기 화성시 팔탄면 푸른들판로 713,(지번) 팔탄면 구장리 3-27,031-223-5214,
더블유액자,5.0,1건,리뷰 0,경기 수원시 영통구 영통로 237 319호,(지번) 신동 338,031-308-5361,http://wframe.co.kr/
안나리사 유리공방,0.0,0건,리뷰 1,경기 남양주시 수동면 비룡로1270번길 119-24,(지번) 수동면 내방리 99-9,연락처 없음,
남원목기칠기상 제일공,0.0,0건,리뷰 0,경기 수원시 팔달구 수원천로255번길 6,(지번) 영동 8,031-244-7614,
,D 여울민화작업실 화방,0.0,0건,리뷰 0,(지번) 영동 8,031-244-7614,https://www.instagram.com/yeoul_minhwa/
에이티솔루션,0.0,0건,리뷰 0,경기 화성시 동탄원천로 354-28,(지번) 능동 1064-5,070-4110-5227,
백암도예,0.0,0건,리뷰 0,경기 용인시 처인구 원삼면 사암리 34-30,(지번) 능동 1064-5,연락처 없음,
십자수사랑,5.0,1건,리뷰 0,경기 성남시 분당구 돌마로 80,(지번) 구미동 24-1,031-711-4084,
H contemporary gall,0.0,0건,리뷰 0,경기 성남시 분당구 운중로125번길 3-8,(지번) 운중동 981-6,031-711-4084,http://hcontemporary.com/
베르사이유유럽풍십자수손뜨개,0.0,0건,리뷰 0,경기 평택시 안중읍 안중로114번길 23,(지번) 안중읍 안중리 262-78,031-683-7949,
프로방스공방,0.0,0건,리뷰 0,경기 파주시 소라지로 138-49,(지번) 연다산동 468-6,연락처 없음,
미조아트비젼,0.0,0건,리뷰 0,경기 파주시 경의로 1433,(지번) 당하동 334,031-946-6505,
하이프레임,5.0,1건,리뷰 0,경기 남양주시 진건읍 진관로 492,(지번) 진건읍 진관리 679-2,031-573-5233,http://hiframe.co.kr/
205디,5.0,1건,리뷰 2,경기 광명시 금오로794번길 40,(지번) 옥길동 18-30,010-8615-4768,https://blog.naver.com/20575
세잔느화실,0.0,0건,리뷰 0,경기 남양주시 고산로 169-101,(지번) 삼패동 407-13,031-577-8049,http://www.cezane.co.kr/
라나의목,0.0,0건,리뷰 1,경기 광주시 오포읍 봉골길171번길 33,(지번) 오포읍 문형리 12-47,010-5135-2041,https://blog.naver.com/md756
카페 ,0.0,0건,리뷰 0,경기 김포시 풍무로96번길 11 한양프라자 B동 3층,(지번) 풍무동 405-2,연락처 없음,
달빛하실미싱공방,0.0,0건,리뷰 0,경기 부천시 부천로3번길 48 피노키오빌딩 7층 710호,(지번) 심곡동 385,연락처 없음,http://blog.naver.com/under_themoonlight
나무,0.0,0건,리뷰 0,경기 안양시 동안구 벌말로 126 오비즈타워 315호,(지번) 관양동 1802,031-450-3530,http://www.wooden.co.kr/
그림공장,0.0,0건,리뷰 35,경기 수원시 영통구 이의동 1184,,연락처 없음,
입욕제공방머루나무,5.0,1건,리뷰 0,경기 양주시 삼숭로58번길 66 101호,(지번) 삼숭동 189-1,연락처 없음,http://www.instagram.com/murunamu
빛나는레이저공방,0.0,0건,리뷰 0,경기 수원시 영통구 대학1로8번길 12 101호,(지번) 이의동 1277-2,연락처 없음,https://www.laserwork.co.kr/
대일액자,0.0,0건,리뷰 0,경기 평택시 경기대로1376번길 36,(지번) 서정동 797,031-665-5850,http://www.xn--vk1bo26agqblc.kr/
그리,0.0,0건,리뷰 0,경기 김포시 사우로 23,(지번) 사우동 112-5,연락처 없음,
도르르도자공방,0.0,0건,리뷰 3,경기 수원시 팔달구 덕영대로735번길 66-2 1층,(지번) 화서동 246-2,031-246-4284,http://mimiplace.blog.me/
고촌화랑표구사,0.0,0건,리뷰 0,경기 김포시 고촌읍 김포대로 319,(지번) 고촌읍 신곡리 582-12,031-986-0490,
리본빌,0.0,0건,리뷰 1,경기 용인시 기흥구 용구대로 2257-11 엠와이피빌딩 1층,(지번) 신갈동 675,031-986-0490,https://cafe.naver.com/handmade486486/
돌하우스월드,0.0,0건,리뷰 0,경기 파주시 가람로21번길 27-38,(지번) 와동동 1628-5,010-5023-8739,
봉쓰핸드메이드,0.0,0건,리뷰 16,경기 수원시 팔달구 화서문로45번길 2,(지번) 장안동 283,010-2611-0125,https://www.instagram.com/bongshandmade/
6080추억,0.0,0건,리뷰 0,경기 용인시 기흥구 구성로63번길 12,(지번) 언남동 369-2,031-898-1813,http://www.6080.co/
도도한나무,0.0,0건,리뷰 1,경기 용인시 기흥구 평촌1로 13 1층,(지번) 동백동 611-3,031-898-1813,http://dodonamu.com/
박만순 옻칠공,0.0,0건,리뷰 0,경기 부천시 소사로793번길 22 수정상가 302호,(지번) 원종동 134-8,032-664-5725,http://xn--ob0bm7vewbmc739a4sg90p.com/
다온디스플레이,0.0,0건,리뷰 0,경기 화성시 향남읍 솔태상두길 25,(지번) 향남읍 화리현리 259,031-354-8481,http://www.af114.co.kr/
앤,0.0,0건,리뷰 12,경기 성남시 분당구 새마을로 95,(지번) 서현동 52,070-7430-3323,http://www.ngalleryart.com/
,"D 꼭두나라 미술,공예",0.0,0건,리뷰 0,(지번) 서현동 52,070-7430-3323,http://www.kkokdunara.co.kr/
세라워크 김포한강점,5.0,3건,리뷰 6,경기 김포시 김포한강8로174번길 28 1층 103호,(지번) 마산동 675-12,070-7430-3323,
유투프레임,0.0,0건,리뷰 0,경기 고양시 일산동구 고봉로702번길 106 C동,(지번) 설문동 784,031-975-4005,
제일,0.0,0건,리뷰 0,경기 성남시 중원구 제일로63번길 29,(지번) 성남동 3641,031-754-5780,
우든,5.0,1건,리뷰 1,경기 수원시 팔달구 수원천로255번길 6 영동시장 가동 2층,(지번) 영동 9,연락처 없음,https://woodenst.modoo.at/
남수원액자,0.0,0건,리뷰 0,경기 수원시 권선구 세권로207번길 10-22,(지번) 권선동 1043-5,031-237-6857,http://www.nsframe.com/
정은풍선,0.0,0건,리뷰 0,경기 부천시 성오로101번길 31,(지번) 원종동 153-24,연락처 없음,
교문공방,0.0,0건,리뷰 1,경기 구리시 딸기원로 94-6,(지번) 교문동 297-3,031-553-0202,http://eomyeonwook.blog.me/
,0.0,0건,리뷰 0,경기 안양시 만안구 병목안로 3,(지번) 안양동 676-182,070-8946-6773,
유럽십자수 합정점,0.0,0건,리뷰 0,경기 평택시 중앙로 168,(지번) 합정동 763-3,연락처 없음,
그림방아트,0.0,0건,리뷰 0,경기 파주시 탄현면 헤이리마을길 59-30,(지번) 탄현면 법흥리 1652-140,031-941-5730,
가예,0.0,0건,리뷰 0,경기 구리시 동구릉로460번길 155,(지번) 사노동 27,031-558-2395,
반김 cra,0.0,0건,리뷰 0,경기 파주시 돌곶이길 74-29,(지번) 서패동 191,031-944-5853,
조용한작업실,0.0,0건,리뷰 0,경기 파주시 송학1길 88,(지번) 야당동 192-22,연락처 없음,https://blog.naver.com/bhland0717
나무사,0.0,0건,리뷰 0,경기 용인시 처인구 원삼면 원양로577번길 71 71호,(지번) 원삼면 좌항리 240-1,010-6298-1811,
,"D 극동건드릴 미술,공예",0.0,0건,리뷰 0,(지번) 원삼면 좌항리 240-1,010-6298-1811,
동화종합상사,0.0,0건,리뷰 0,경기 양주시 청담로 60-1,(지번) 고읍동 271-10,031-848-7900,
목공방 나무와망치,5.0,2건,리뷰 0,경기 파주시 파주읍 샛봉우재길 51,(지번) 파주읍 봉암리 448-1,031-952-8816,http://blog.naver.com/woodplus1
장미수예,0.0,0건,리뷰 1,경기 의정부시 태평로73번길 20,(지번) 의정부동 160,031-845-2339,
경인액자,0.0,0건,리뷰 0,경기 부천시 서촌로44번길 11,(지번) 송내동 685-5,032-507-4203,
랑띠끄,0.0,0건,리뷰 6,경기 남양주시 경춘로1350번길 35 2층 208호,(지번) 평내동 140,010-7723-1772,https://blog.naver.com/yuna_17
,0.0,0건,리뷰 0,경기 안양시 동안구 관평로69번길 5,(지번) 평촌동 930,010-8762-4571,
니어바이공방,0.0,0건,리뷰 2,경기 양평군 용문면 용문산로 201,(지번) 용문면 덕촌리 91-1,연락처 없음,
파스텔크래프트 파주 본원,1.0,1건,리뷰 0,경기 파주시 신촌3로 34,(지번) 신촌동 721,연락처 없음,https://pastelclay.com/main/index
김붓아트팩토,0.0,0건,리뷰 0,경기 양주시 고읍남로191번길 69-12,(지번) 광사동 678-1,연락처 없음,
그리고 봄 아틀리에,0.0,0건,리뷰 1,경기 안성시 공도읍 정봉길 101-1 2층,(지번) 공도읍 양기리 521-10,연락처 없음,https://grigobom.modoo.at/
