공방이름,평균별점,별점건수,리뷰건수,주소,지번주소,연락처,홈페이지
태일공방,0.0,0건,리뷰 0,서울 광진구 영화사로 59 지하1층,(지번) 중곡동 107-43,02-969-4489,https://taeilwoodwork.modoo.at/
희희네공방,0.0,0건,리뷰 0,서울 송파구 오금로53길 41,(지번) 거여동 135-11,02-969-4489,https://smartstore.naver.com/heehee_gb
자전거공방 두부공 자,0.0,0건,리뷰 0,서울 마포구 와우산로3길 50,(지번) 당인동 25-22,연락처 없음,
가죽공방커플피그,5.0,9건,리뷰 0,서울 종로구 자하문로 64,(지번) 효자동 27,010-4663-0513,http://couplepig.com/
하모니코가죽공방,0.0,0건,리뷰 2,서울 강동구 진황도로49길 41 지하1층,(지번) 길동 229,연락처 없음,http://blog.naver.com/harmonyco
다옴컴퓨터공방,0.0,0건,리뷰 0,서울 노원구 노원로16길 82 중계9단지주공아파트 정문상가 1층 106호,(지번) 하계동 256,연락처 없음,https://blog.naver.com/daomt
반지공방만들래 대학로,3.7,3건,리뷰 3,서울 종로구 대학로8가길 111 마로니에빌딩 5층,(지번) 동숭동 1-100,02-766-5557,http://www.makingring.co.kr/
료마공방 ,0.0,0건,리뷰 0,서울 영등포구 양산로 202,(지번) 영등포동5가 45-1,010-2948-5019,https://blog.naver.com/diarings
미각그림공,0.0,0건,리뷰 20,서울 용산구 청파로47길 16 201호,(지번) 청파동2가 90-20,02-795-3427,http://migac777.modoo.at/
카,5.0,9건,리뷰 25,서울 강동구 풍성로35길 31 101호,(지번) 성내동 130-1,02-795-3427,http://www.instagram.com/cafe_0Bang
JD공방,0.0,0건,리뷰 0,서울 서대문구 모래내로 344-15,(지번) 홍은동 274-28,010-7278-8787,https://blog.naver.com/kjd3197
쌈지길체험공방,0.0,0건,리뷰 6,서울 종로구 인사동길 44 지하1층,(지번) 관훈동 38,연락처 없음,
한슬가죽공방,0.0,0건,리뷰 18,서울 송파구 송파대로48길 3 1층 102호,(지번) 송파동 8-4,연락처 없음,https://blog.naver.com/seulvely5959
하오나공방 제,0.0,0건,리뷰 0,서울 영등포구 선유로55길 20-1,(지번) 양평동4가 321-4,연락처 없음,
아원공방 인사동점,5.0,1건,리뷰 0,서울 종로구 인사동길 44,(지번) 관훈동 38,02-734-3482,
삼박자 만화공방,0.0,0건,리뷰 2,서울 중구 퇴계로20길 42 2층,(지번) 남산동2가 26-1,02-734-3482,https://www.facebook.com/Sambakza.net
훌리오공방,5.0,1건,리뷰 0,서울 서대문구 증가로 108 지하1층,(지번) 남가좌동 339-28,연락처 없음,
빠또롱베이킹공방 제,5.0,9건,리뷰 1,서울 송파구 백제고분로31길 17 301호,(지번) 삼전동 116-12,연락처 없음,https://www.instagram.com/patorong/
시,0.0,0건,리뷰 0,서울 중구 충무로 43-2,(지번) 초동 19-1,02-2273-8889,
뻐꾸기공,0.0,0건,리뷰 0,서울 종로구 낙산길 22,(지번) 동숭동 129-140,연락처 없음,https://www.instagram.com/ppokkugi
아라리도예공방,0.0,0건,리뷰 4,서울 성북구 정릉로36길 18,(지번) 정릉동 14-37,02-6406-9595,http://blog.naver.com/jinny9663
,D 서울대학교미술대학 구내화방 화방,4.0,2건,리뷰 0,(지번) 정릉동 14-37,02-6406-9595,
제니바니향,0.0,0건,리뷰 0,서울 용산구 녹사평대로26가길 5,(지번) 이태원동 87-2,연락처 없음,http://blog.naver.com/hyejee28
애채나무,0.0,0건,리뷰 0,서울 동대문구 답십리로69길 49,(지번) 장안동 324-9,연락처 없음,
면역공방티켓몰 목,0.0,0건,리뷰 0,서울 중구 퇴계로20길 2 지하2층,(지번) 남산동2가 31-1,02-544-1191,http://www.myunyeokgongbang.com/
안지가죽공방,0.0,0건,리뷰 0,서울 송파구 백제고분로19길 12-23 1층,(지번) 잠실동 247-11,연락처 없음,https://blog.naver.com/anzeeacc
빵사부식빵공방 혜화점 제,5.0,1건,리뷰 1,서울 종로구 대명길 19-2,(지번) 명륜4가 46-1,연락처 없음,http://www.xn--ob0b910amvb56g.kr/
문일,0.0,0건,리뷰 2,서울 노원구 동일로198길 74,(지번) 공릉동 434-7,연락처 없음,
가죽공방뚝딱뚝딱,0.0,0건,리뷰 1,서울 은평구 갈현로3길 23 지하1층,(지번) 신사동 271-2,연락처 없음,https://blog.naver.com/standard22
가구짓,0.0,0건,리뷰 0,서울 중랑구 면목로21길 19 지하1층,(지번) 면목동 399-1,연락처 없음,http://www.makefurniture.kr/
임재영수제구두공방,0.0,0건,리뷰 0,서울 성동구 성수일로8길 47,(지번) 성수동2가 835,070-4205-5164,
노랑그릇도예공방 도,1.0,1건,리뷰 0,서울 양천구 목동서로 77 현대월드타워 1408호,(지번) 목동 907,02-2644-1152,http://blog.naver.com/yellowbowlceramic
소명,0.0,0건,리뷰 0,서울 광진구 능동로4길 17,(지번) 자양동 553-376,02-2201-0791,
가죽나라공방,0.0,0건,리뷰 0,서울 중랑구 봉우재로32길 64,(지번) 면목동 137-7,02-458-7204,
철수네도예공방,0.0,0건,리뷰 3,서울 성동구 왕십리로 318 5층,(지번) 도선동 45,연락처 없음,http://blog.naver.com/bin7983
강병진현악공방 악기대,5.0,1건,리뷰 0,서울 은평구 갈현로29길 18,(지번) 갈현동 448-30,연락처 없음,http://blog.naver.com/acaciacar
다옴도자기공방,0.0,0건,리뷰 0,서울 강동구 동남로51길 9,(지번) 둔촌동 598,02-471-5959,http://www.daom.kr/
랑카뜨개공방,0.0,0건,리뷰 0,서울 동작구 상도동 535 2층,,연락처 없음,
아이리에가죽공방,5.0,1건,리뷰 0,서울 용산구 대사관로5길 34 1층,(지번) 한남동 683-61,070-7752-8180,http://ilier.kr/
빵사부식빵공방 동덕여대점 제,5.0,3건,리뷰 3,서울 성북구 장월로1길 113 1층,(지번) 하월곡동 18-50,02-909-6747,http://www.sikbanggongbang.com/
좋은나무 인테리어앤공,3.0,2건,리뷰 0,서울 강북구 월계로 57,(지번) 미아동 8-8,02-989-0479,
누리액자공방,0.0,0건,리뷰 0,서울 구로구 경인로 544,(지번) 구로동 597-47,02-3281-9353,
영어공,0.0,0건,리뷰 0,서울 동작구 동작대로3길 43 1층,(지번) 사당동 1038-46,연락처 없음,http://englishstudio.modoo.at/
눈,3.0,3건,리뷰 9,서울 은평구 연서로 176 1층,(지번) 대조동 220-33,02-352-0879,http://blog.naver.com/cjsrudgk0928
김용욱 현악기수리제작공방 악기대,0.0,0건,리뷰 0,서울 서초구 반포대로20길 16-2 1층,(지번) 서초동 1581-3,02-352-0879,https://cafe.naver.com/kimystrings
손놀림공방,4.5,2건,리뷰 0,서울 종로구 낙산성곽서1길 19-1,(지번) 이화동 9-434,02-6012-4704,
서울액자,0.0,0건,리뷰 0,인천 서구 서곶로 327,(지번) 심곡동 239-4,032-562-8134,
맥주공방 M54브루랩 음,5.0,1건,리뷰 0,서울 중랑구 면목로54길 17 1층,(지번) 면목동 428-65,연락처 없음,http://pf.kakao.com/_ajiHC
적정기술공방,0.0,0건,리뷰 0,서울 은평구 통일로 684 서울혁신파크 19동 2층,(지번) 녹번동 산 1-89,02-388-9959,http://atworkshop.or.kr/
도예공방요호,0.0,0건,리뷰 1,서울 중구 퇴계로 159-6 하얀빌딩 3층,(지번) 충무로2가 51-18,010-9209-0906,http://blog.naver.com/studioyoho
빵사부식빵공방 이수점 제,5.0,1건,리뷰 0,서울 동작구 동작대로 119,(지번) 사당동 135-8,02-1577-0475,http://www.xn--ob0b910amvb56g.kr/
,"D 연희동가죽공방 미술,공예",0.0,0건,리뷰 0,(지번) 사당동 135-8,02-1577-0475,https://instagram.com/yonheeboy
에블린커피,5.0,1건,리뷰 1,서울 금천구 독산로64길 107,(지번) 독산동 376-7,연락처 없음,http://blog.naver.com/binhi/221766498603
도자기공방 도도,0.0,0건,리뷰 0,서울 송파구 삼전로10길 33-1 1층,(지번) 삼전동 94-15,0507-1313-2445,https://instagram.com/dodocera
가죽공방마이레더,1.0,1건,리뷰 0,서울 동대문구 난계로28길 48 동남빌딩 5층 502호,(지번) 신설동 114-49,070-4062-1478,http://www.myleathertool.com/
공방카페 클래,3.0,2건,리뷰 3,서울 광진구 광장로 59,(지번) 광장동 259-5,070-4062-1478,http://blog.naver.com/vemberhs/
박기철떡공방 연,0.0,0건,리뷰 0,서울 노원구 상계로23다길 13-8 노원아이파크상가 128호,(지번) 상계동 1318,02-938-2055,https://younhwe.modoo.at/
두부공방,5.0,1건,리뷰 0,서울 강서구 마곡중앙5로1길 25,(지번) 마곡동 313-3,0507-1353-5868,
새서울수예점,0.0,0건,리뷰 0,서울 종로구 종로32길 25-1,(지번) 종로5가 398-8,02-2278-6605,
쌀어,3.0,1건,리뷰 0,서울 송파구 송파대로38길 4,(지번) 송파동 195,연락처 없음,
라온도예공방,5.0,1건,리뷰 1,서울 서대문구 독립문공원길 13 독립문극동아파트상가 지하1층,(지번) 현저동 200,연락처 없음,http://blog.naver.com/raon_ceramics
이정봉현악기활공방 악기대,0.0,0건,리뷰 0,서울 서초구 반포대로9길 72,(지번) 서초동 1486-19,02-3474-0824,
골드테구가죽공방,0.0,0건,리뷰 0,서울 영등포구 도림로 432 1층,(지번) 문래동3가 58-77,02-2677-0674,
서울아트센터 공평,0.0,1건,리뷰 0,서울 종로구 삼일대로30길 10-3 각연빌딩 3층,(지번) 낙원동 56,02-2677-0674,http://gpart.kr/
마뇨네달콤한,0.0,0건,리뷰 6,서울 성북구 동소문로26가길 46 1층,(지번) 동선동3가 251-4,02-929-0044,http://blog.naver.com/eunaiu82
리베카 현악기 공방,0.0,0건,리뷰 0,서울 동작구 등용로14길 34,(지번) 대방동 41,연락처 없음,
공방모,0.0,0건,리뷰 0,서울 마포구 성미산로26길 29 1층,(지번) 연남동 257-3,연락처 없음,http://storefarm.naver.com/moroo70
해야도자기공방,0.0,0건,리뷰 0,서울 마포구 대흥로2길 21,(지번) 용강동 149-81,연락처 없음,
형공방,0.0,0건,리뷰 3,서울 중랑구 상봉중앙로6가길 16 1층,(지번) 상봉동 266-2,010-5134-0127,http://blog.naver.com/leather8902
케이앤씨가람장애인인쇄공방,0.0,0건,리뷰 0,서울 금천구 가산디지털1로 128 STXV타워 B 110,(지번) 가산동 371-37,02-2279-7857,
나눔공방 ,0.0,0건,리뷰 0,서울 성북구 월곡로5길 46,(지번) 종암동 3-321,02-6015-6370,
비숍뜨개공방,5.0,8건,리뷰 0,서울 광진구 자양로48길 6 1층 101호,(지번) 구의동 47-7,02-459-9700,http://blog.naver.com/al443700
아미도예공방,0.0,0건,리뷰 0,서울 영등포구 당산로20길 9-4 지하1층,(지번) 당산동1가 295-1,연락처 없음,http://blog.naver.com/amiceramic
SA세라믹도예공방,0.0,0건,리뷰 1,서울 강남구 도곡로14길 18,(지번) 도곡동 550-3,010-2305-0716,https://blog.naver.com/sdmp2000
토스트도예공방,0.0,0건,리뷰 0,서울 강서구 화곡로13길 141,(지번) 화곡동 1015-40,02-2606-0205,
도자기공방흙장난,0.0,0건,리뷰 0,서울 은평구 갈현로29길 24-1,(지번) 갈현동 242-3,연락처 없음,
유재원현악공방,0.0,0건,리뷰 0,서울 성북구 동소문로 248 삼부아파트상가 102동 208호,(지번) 길음동 1276,연락처 없음,http://www.xn--ob0b910a3zgerbol80ap84e.com/
낫띵메터스 가,0.0,0건,리뷰 2,서울 강서구 마곡서로 175 M밸리4단지 상가 106호,(지번) 마곡동 315-6,연락처 없음,
하랑도예공방 도,0.0,0건,리뷰 0,서울 도봉구 마들로 597,(지번) 방학동 713-30,02-978-6295,
가림가구공방,5.0,4건,리뷰 0,서울 도봉구 도봉로191길 100-46 1층,(지번) 도봉동 287-4,010-4448-2024,http://blog.naver.com/rjw0521
하마공방,5.0,1건,리뷰 1,서울 동작구 등용로 16 2층,(지번) 상도동 363,02-815-8178,http://www.hamarina.com/
,D 수제가구공방 YKhands 가구,0.0,0건,리뷰 0,(지번) 상도동 363,02-815-8178,http://www.ykhands.co.kr/
선유문화공방,0.0,0건,리뷰 0,서울 영등포구 양평동4가 197-2,(지번) 상도동 363,연락처 없음,http://blog.naver.com/hapumntuck
가든한공방 강동,0.0,0건,리뷰 6,서울 강동구 천호대로 1089 1층 B43호,(지번) 천호동 447-17,연락처 없음,
가죽공방 크리,0.0,0건,리뷰 0,서울 광진구 천호대로127길 42-2 101호,(지번) 중곡동 112-1,010-7928-6704,http://blog.naver.com/sayshane
가구공방,0.0,0건,리뷰 0,서울 서대문구 홍제내길 52 지층,(지번) 홍제동 361-49,연락처 없음,http://sungreenwood.com/
생각하는나,0.0,0건,리뷰 0,서울 성북구 정릉로 404,(지번) 돈암동 1-3,02-923-7201,
더키키공방,0.0,0건,리뷰 0,서울 강남구 논현로68길 30-1 104호,(지번) 역삼동 781-22,연락처 없음,
별이네미싱공방,0.0,0건,리뷰 0,서울 도봉구 우이천로4다길 32,(지번) 창동 478-3,010-8721-0725,
디저트공방 루나리아 제,5.0,1건,리뷰 3,서울 관악구 관악로30길 11 1층,(지번) 봉천동 15-50,010-4825-6512,https://www.instagram.com/lunaria_atelier
예원도자기공방,0.0,0건,리뷰 0,서울 은평구 연서로 190-1,(지번) 대조동 219-27,연락처 없음,
샘터공방,0.0,0건,리뷰 2,서울 서대문구 응암로 77,(지번) 북가좌동 308-1,연락처 없음,https://blog.naver.com/eplle
래요공방,0.0,0건,리뷰 0,서울 성북구 솔샘로 30,(지번) 정릉동 716-163,연락처 없음,
제주프리미엄흑돼지돈까스,0.0,0건,리뷰 0,서울 송파구 동남로6길 15,(지번) 문정동 27-16,02-6084-0035,
잔잔도자기공방,0.0,0건,리뷰 2,서울 성동구 연무장길 43-1 지하,(지번) 성수동2가 316-74,연락처 없음,https://blog.naver.com/holaqq
여유공방 제,0.0,0건,리뷰 0,서울 마포구 포은로 134-1 1층,(지번) 망원동 425-24,02-332-9337,
,"D 라탄포라이프공방 미술,공예",0.0,0건,리뷰 7,(지번) 망원동 425-24,02-332-9337,https://blog.naver.com/rattanforlife/
청년공방,1.0,1건,리뷰 8,서울 종로구 성균관로 8 지하1층,(지번) 명륜2가 209-2,02-332-9337,https://www.instagram.com/7606about/
정찬민판,0.0,0건,리뷰 0,서울 중랑구 면목로 454 지하1층,(지번) 면목동 91-65,연락처 없음,
인트로엠 가,0.0,0건,리뷰 0,서울 도봉구 노해로60길 84,(지번) 쌍문3동 98-24,010-3299-6315,http://blog.naver.com/intromstory
엉클림구두공방,0.0,0건,리뷰 0,서울 성동구 성수일로8길 42 1층,(지번) 성수동2가 300-6,연락처 없음,http://blog.naver.com/j098499
운현공방 ,0.0,0건,리뷰 0,서울 서초구 서초중앙로2길 84 지하1층,(지번) 서초동 1442-1,02-3673-0597,https://woonhyun01.blog.me/
공방카,0.0,0건,리뷰 0,서울 노원구 공릉로58길 106 1층,(지번) 하계동 76-4,010-5129-1839,
호즈가죽공방,0.0,0건,리뷰 0,서울 도봉구 도봉로143길 30,(지번) 방학동 675-33,연락처 없음,https://www.instagram.com/hoz_leather/
파파공,0.0,0건,리뷰 1,서울 강동구 성안로13길 28-6 1층 103호,(지번) 성내동 502-6,연락처 없음,https://www.instagram.com/papa_g.b/
바비공,5.0,1건,리뷰 8,서울 중구 을지로 지하 88 대현프리몰 을지스타몰 을특1-1,(지번) 을지로2가 149-10,연락처 없음,
서울바다,0.0,0건,리뷰 0,서울 영등포구 당산로10길 8 2층,(지번) 당산동1가 33,연락처 없음,https://www.instagram.com/seoulbada
빈스공방그,0.0,0건,리뷰 5,서울 강남구 논현로6길 18,(지번) 개포동 1171,070-7478-2307,
손수가,0.0,0건,리뷰 0,서울 동대문구 홍릉로15길 16 1층,(지번) 제기동 287-15,02-967-7239,http://www.sonsugagu.com/
로뎅공방 ,0.0,0건,리뷰 0,서울 종로구 묘동 203-1,(지번) 제기동 287-15,연락처 없음,
도토리도자기공방,0.0,0건,리뷰 0,서울 광진구 자양로 135 자양오피스텔 1013호,(지번) 자양동 767-4,연락처 없음,http://www.dotori.me/
,D 손톱발톱네일공방 네일샵,0.0,0건,리뷰 1,(지번) 자양동 767-4,연락처 없음,
테크네 커,5.0,1건,리뷰 1,"서울 동작구 동작대로39길 22 이수힐스테이트 상가 211,212호",(지번) 동작동 333,연락처 없음,http://techne-coffee.com/
면역공방 청,0.0,0건,리뷰 0,서울 강남구 학동로55길 12-11 지하1층,(지번) 청담동 39-9,02-549-9969,
썸원도자기공방 도,0.0,0건,리뷰 0,서울 강동구 구천면로 494,(지번) 명일동 249-2,연락처 없음,http://blog.naver.com/someonestudio
수제가죽공방,0.0,0건,리뷰 0,서울 송파구 성내천로8길 7,(지번) 오금동 62-6,연락처 없음,
서울유리공예,0.0,0건,리뷰 0,경기 하남시 서하남로41번길 11,(지번) 감북동 417-2,02-445-0270,
서울민예사,0.0,0건,리뷰 0,부산 중구 중구로30번길 10,(지번) 신창동3가 24-3,051-244-1004,
미송대금공방,0.0,0건,리뷰 0,서울 종로구 돈화문로 68-1,(지번) 와룡동 71,010-2409-0910,
비라이트 캔들공방&선물가게,0.0,0건,리뷰 8,서울 금천구 가산디지털1로 226,(지번) 가산동 505-18,연락처 없음,https://blog.naver.com/belightcandle/
루트가죽공방,0.0,0건,리뷰 0,서울 강북구 한천로155길 43 수유벽산아파트 A상가 406호,(지번) 수유동 205,연락처 없음,http://leatherluth.modoo.at/
얀&니들뜨개공방,0.0,0건,리뷰 0,서울 강서구 공항대로61길 39,(지번) 등촌동 633-29,연락처 없음,
내차공방,0.0,0건,리뷰 0,서울 중랑구 동일로 858 선전빌딩 1층,(지번) 묵동 181-8,02-949-5406,https://blog.naver.com/mycarfactory
아브리오 가죽공방,0.0,0건,리뷰 1,서울 성북구 종암로36길 41-13 2층,(지번) 하월곡동 90-1503,010-9927-5141,http://abrio.co.kr/
자인공방,0.0,0건,리뷰 33,서울 강북구 삼양로141길 5 1층,(지번) 우이동 72-157,010-4336-1604,https://blog.naver.com/jain1604
예랑도예공방 도,1.0,2건,리뷰 0,서울 송파구 백제고분로 414 3층,(지번) 송파동 134-3,02-421-4224,http://cafe.naver.com/yerangdoye
,"D 토피어리공방 꽃집,꽃배달",0.0,0건,리뷰 0,(지번) 송파동 134-3,02-421-4224,
소와미싱공방,0.0,0건,리뷰 0,서울 강남구 선릉로89길 16,(지번) 역삼동 708-16,010-4911-6113,http://sowa.kr/
바이토공방 ,0.0,0건,리뷰 0,서울 관악구 봉천로13나길 63-9,(지번) 봉천동 673-18,010-9468-9764,https://blog.naver.com/bayto7
알렉스가죽공방,5.0,1건,리뷰 0,서울 강남구 봉은사로29길 6 2층 201호,(지번) 논현동 235,0507-1406-6978,http://blog.naver.com/alx_leather
"베스트프렌드사진공방 사진관,",0.0,0건,리뷰 0,서울 양천구 목동중앙남로11길 23 2층,(지번) 목동 723-1,연락처 없음,
OK귀금속수리공방 ,0.0,0건,리뷰 0,서울 노원구 동일로230길 32,(지번) 상계동 1021-21,070-8283-6209,
무지개레이저공방,0.0,0건,리뷰 1,서울 중랑구 용마공원로2길 33 1층,(지번) 망우동 412-32,연락처 없음,https://pf.kakao.com/_iRxnxoj#none
요요도예공방,0.0,0건,리뷰 3,서울 용산구 원효로 51,(지번) 원효로4가 179,010-9974-8549,https://blog.naver.com/yoyo_ceramic
생활도자기공방 도,0.0,0건,리뷰 1,서울 서초구 청계산로 237,(지번) 원지동 384-10,연락처 없음,
쌀어묵공방 송파,0.0,0건,리뷰 1,서울 송파구 위례광장로 188,(지번) 장지동 881,02-403-7773,http://byulchanga.com/
,0.0,0건,리뷰 0,서울 동대문구 왕산로43나길 6 지층,(지번) 청량리동 55-6,010-3773-4839,https://blog.naver.com/nettill
스텔라미싱공방,0.0,0건,리뷰 0,서울 마포구 독막로22길 17 2층,(지번) 창전동 386,070-8150-1313,https://blog.naver.com/stella_shin
커피공방,5.0,2건,리뷰 0,서울 성북구 종암로 129,(지번) 종암동 3-1342,02-924-5222,
서울화,0.0,0건,리뷰 0,전남 광양시 광양읍 인서중앙길 10,(지번) 광양읍 칠성리 908-1,061-763-3294,
서울민,0.0,0건,리뷰 0,서울 서초구 양재동 229,(지번) 광양읍 칠성리 908-1,연락처 없음,http://seoulmy.com/
,D 사옹원튀김공방 분식,0.0,0건,리뷰 0,(지번) 광양읍 칠성리 908-1,연락처 없음,https://www.saongwonmall.com/
지니공방,0.0,0건,리뷰 1,서울 구로구 경인로15길 17 103호,(지번) 오류동 81-52,연락처 없음,
바이던가죽공방,0.0,0건,리뷰 2,서울 송파구 백제고분로34길 33 2층,(지번) 석촌동 228-9,연락처 없음,
마계,0.0,0건,리뷰 0,서울 성북구 동소문로26다길 17 지하1층,(지번) 동선동3가 131,연락처 없음,https://www.makyeparfum.com/
보영리아뜰리에 예술제본,0.0,0건,리뷰 0,서울 종로구 율곡로 84 가든타워 202호,(지번) 운니동 98-78,070-4038-2095,http://www.boyounglee.com/
가죽공방운조,0.0,0건,리뷰 1,서울 마포구 월드컵북로1길 56 장안빌딩 3층,(지번) 서교동 375-15,010-2062-9954,http://www.wunjo.co.kr/
우리나무,0.0,0건,리뷰 0,서울 서초구 서초대로16길 12,(지번) 방배동 941-21,연락처 없음,
헤세드커,5.0,2건,리뷰 2,서울 은평구 증산로3길 5-7,(지번) 증산동 178-12,연락처 없음,
구움과자공방오롯 제,5.0,1건,리뷰 1,서울 도봉구 방학로3길 71 1층,(지번) 쌍문동 716,연락처 없음,http://www.instagram.com/orot2018
서울중구문화원 예문,0.0,0건,리뷰 2,서울 중구 청계천로 86,(지번) 장교동 1,연락처 없음,http://www.junggucc.or.kr/
자수공방 에트,0.0,0건,리뷰 0,서울 양천구 목동로17길 6-1 상가 1층,(지번) 신정동 996-5,연락처 없음,https://blog.naver.com/PostList.nhn?blogId=larriatte0124&categoryNo=0
꽃떡공방 화,0.0,0건,리뷰 0,서울 성동구 성수이로 33-3 1층,(지번) 성수동2가 335-130,연락처 없음,
온미 가죽공방,0.0,0건,리뷰 0,서울 광진구 능동로15길 22 b동 101호,(지번) 화양동 529,연락처 없음,https://www.instagram.com/onmi_leather/
메리랩캔들공방,0.0,0건,리뷰 0,서울 광진구 능동로44길 5,(지번) 중곡동 41-29,연락처 없음,http://blog.naver.com/pointword
여행,5.0,2건,리뷰 0,서울 용산구 한강대로21나길 7 철도회관 907호,(지번) 한강로3가 40-1010,연락처 없음,http://www.tour08.co.kr/
Salt란도예공방 ,0.0,0건,리뷰 0,서울 송파구 송이로36길 62-18,(지번) 문정동 88-15,연락처 없음,
륀느공방,5.0,1건,리뷰 6,서울 마포구 성미산로2길 43 103호,(지번) 서교동 442-4,010-4496-8012,https://smartstore.naver.com/lune_dal
라니네공방 인테,0.0,0건,리뷰 0,서울 서대문구 모래내로13길 25-27,(지번) 남가좌동 150-8,02-309-1923,http://blog.naver.com/badalaik
공방인테리,0.0,0건,리뷰 0,서울 광진구 동일로62길 51,(지번) 중곡동 630-5,02-464-1675,http://xn--ob0b44vu0biyps9bl9w.webable.kr/
대영공방,1.0,1건,리뷰 0,서울 마포구 와우산로33길 26,(지번) 서교동 326-18,02-337-3311,
레이저공방,0.0,0건,리뷰 0,서울 마포구 홍익로5안길 53,(지번) 서교동 369-20,02-338-2237,http://blog.naver.com/ecosesang
도도 도,0.0,0건,리뷰 0,서울 서초구 효령로14길 18,(지번) 방배동 541-183,02-532-0958,
뜰에 자수공방,0.0,0건,리뷰 0,서울 강서구 강서로48길 17,(지번) 내발산동 676-3,02-532-0958,
미쓰제이음악,0.0,0건,리뷰 0,서울 강서구 허준로 176 가양8단지아파트 상가동 3층 303호,(지번) 가양동 1482,02-3665-1651,http://blog.naver.com/missjmusic
요정공방 인테,0.0,0건,리뷰 11,서울 동작구 사당로28길 48,(지번) 사당동 1026-39,02-3665-1651,https://blog.naver.com/meltcoco/
가죽공방토야,0.0,0건,리뷰 48,서울 금천구 디지털로9길 32 갑을그레이트밸리 B동 205호,(지번) 가산동 60-5,02-3665-1651,https://toya.modoo.at/
109가죽공방,0.0,0건,리뷰 0,서울 용산구 한강대로40가길 20,(지번) 한강로2가 62-1,02-3665-1651,http://www.109leathers.com/
이혜경목관,0.0,0건,리뷰 0,서울 서초구 반포대로5길 5,(지번) 서초동 1474-5,053-621-0997,
뮤토가죽공방,4.2,6건,리뷰 0,서울 관악구 은천로 95 벽산블루밍아파트 상가 119호,(지번) 봉천동 1718,연락처 없음,http://blog.naver.com/bluemooks
타니스튜디오 금속공예공방,0.0,0건,리뷰 0,서울 강남구 도산대로 446,(지번) 청담동 5,010-7773-4997,http://blog.naver.com/aqua0531
,"D 서울매듭 미술,공예",0.0,0건,리뷰 1,(지번) 청담동 5,010-7773-4997,
정,0.0,0건,리뷰 0,서울 송파구 마천동 128-86,,연락처 없음,
JM공,0.0,0건,리뷰 0,서울 중랑구 사가정로45길 18,(지번) 면목동 600-9,070-4413-7700,
움직이는공방,0.0,0건,리뷰 0,서울 마포구 성미산로26길 29,(지번) 연남동 257-3,02-6414-0361,http://beaver55.alltheway.kr/
레더79가죽공방,0.0,0건,리뷰 0,서울 성동구 마장로 137 텐즈힐상가 402동 214호,(지번) 상왕십리동 811,010-7145-5315,https://blog.naver.com/jssweet79
갱이공방,5.0,1건,리뷰 2,서울 은평구 통일로 1034 은평스카이뷰자이 2층 201호,(지번) 진관동 89-7,010-9012-4513,http://gang2cake.co.kr/
공방여유,0.0,0건,리뷰 1,서울 양천구 목동로23길 14,(지번) 신정동 890-5,연락처 없음,http://blog.naver.com/yeoyou_log
아기나,0.0,0건,리뷰 0,서울 용산구 백범로47길 10,(지번) 효창동 5-222,연락처 없음,
공공공방,0.0,0건,리뷰 1,서울 서대문구 연희로27길 104-7 지층,(지번) 연희동 92-11,연락처 없음,http://ooobang.modoo.at/
모모공방,5.0,2건,리뷰 0,서울 광진구 뚝섬로38길 12 1층,(지번) 자양동 460-2,연락처 없음,https://momomade.modoo.at/
커피공방,0.0,0건,리뷰 0,서울 서대문구 거북골로 53-24,(지번) 남가좌동 344-19,02-305-4999,
서울화방표구사,0.0,0건,리뷰 0,경북 문경시 점촌6길 11,(지번) 점촌동 360-2,054-555-6208,
차이공방 ,0.0,0건,리뷰 2,서울 도봉구 도봉로114길 33,(지번) 창동 657-119,연락처 없음,https://nez019.blog.me/
백의민족공방,1.0,1건,리뷰 8,서울 종로구 종로 200 종오지하쇼핑센터 나-특호,(지번) 종로4가 176-1,02-766-2844,https://blog.naver.com/whitecladpeople
아띠공방,0.0,0건,리뷰 0,서울 광진구 뚝섬로31길 15 2층 203호,(지번) 자양동 785-1,연락처 없음,https://pf.kakao.com/_MCixcxb
두리한지공,0.0,0건,리뷰 0,서울 종로구 인사동길 9 3층,(지번) 인사동 137-2,02-734-6256,http://www.doorihanji.co.kr/
우리드리공방,0.0,0건,리뷰 2,서울 강동구 상암로3길 62,(지번) 암사동 504-29,연락처 없음,
박선순도예공방,0.0,0건,리뷰 0,서울 양천구 지양로15길 20,(지번) 신월동 350-2,02-2602-3650,
효,0.0,0건,리뷰 0,서울 강북구 4.19로 16-2,(지번) 수유동 279-222,연락처 없음,
뷰티공방아미,0.0,0건,리뷰 13,서울 강남구 선릉로107길 25 1층,(지번) 역삼동 684-8,연락처 없음,http://blog.naver.com/makeup_hj
서촌공방,0.0,0건,리뷰 0,서울 종로구 자하문로7길 44,(지번) 통인동 76-4,연락처 없음,https://blog.naver.com/tkfkd3255
주식공방 호,0.0,0건,리뷰 6,서울 강서구 마곡중앙6로 85 마곡사이언스파크뷰 2층 205호,(지번) 마곡동 727-1201,연락처 없음,
토브가죽공방,5.0,1건,리뷰 1,서울 동작구 장승배기로 64,(지번) 상도동 181-2,010-9155-3366,http://blog.naver.com/15vision
